journal,title,authors,abstract,cite,jel,url,vol,doi,year
Journal of Monetary Economics,"Comment on: ""New Keynesian perspectives on labor market dynamics"" by Tommy Sveen and Lutz Weinke","['Shimer, Robert']",No abstract is available for this item.,"Shimer, Robert, 2008. ""Comment on: ""New Keynesian perspectives on labor market dynamics"" by Tommy Sveen and Lutz Weinke,"" Journal of Monetary Economics, Elsevier, vol. 55(5), pages 931-935, July.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i5p931-935.html,"55(5), pages 931-935, July.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00070-6,2008
Journal of Monetary Economics,Search and matching frictions and optimal monetary policy,"['Thomas, Carlos']","A recent literature has merged the New Keynesian and the search and matching frameworks, which has allowed the former to analyze the joint dynamics of unemployment and inflation. This paper analyzes optimal monetary policy in this kind of hybrid framework. I show that zero inflation is optimal when all wages are Nash bargained in every period and the economy's steady state is efficient. In the more realistic case in which nominal wage bargaining is staggered, a case against price stability arises: in response to real shocks, the central bank should use price inflation so as to avoid excessive unemployment volatility and excessive dispersion in hiring rates. For a plausible calibration, the welfare loss under the zero inflation policy is about three times as large as under the optimal policy.","Thomas, Carlos, 2008. ""Search and matching frictions and optimal monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 55(5), pages 936-956, July.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i5p936-956.html,"55(5), pages 936-956, July.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00045-7,2008
Journal of Monetary Economics,"Comments on: ""Search and matching frictions and optimal monetary policy""","['Faia, Ester']",No abstract is available for this item.,"Faia, Ester, 2008. ""Comments on: ""Search and matching frictions and optimal monetary policy"","" Journal of Monetary Economics, Elsevier, vol. 55(5), pages 957-960, July.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i5p957-960.html,"55(5), pages 957-960, July.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00063-9,2008
Journal of Monetary Economics,"Aggregate implications of indivisible labor, incomplete markets, and labor market frictions","['Krusell, Per', 'Mukoyama, Toshihiko', 'Rogerson, Richard', 'Sahin, Aysegül']","We study the impact of tax and transfer programs on steady-state allocations in a model with search frictions, an operative labor supply margin, and incomplete markets. In a benchmark model that has indivisible labor and incomplete markets but no trading frictions we show that the aggregate effects of taxes are identical to those in the economy with employment lotteries, though individual employment and asset dynamics can be different. The effect of frictions on the response of aggregate hours to a permanent tax change is highly nonlinear. There is considerable scope for substitution between ""voluntary"" and ""frictional"" nonemployment in some situations.","Krusell, Per & Mukoyama, Toshihiko & Rogerson, Richard & Sahin, Aysegül, 2008. ""Aggregate implications of indivisible labor, incomplete markets, and labor market frictions,"" Journal of Monetary Economics, Elsevier, vol. 55(5), pages 961-979, July.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i5p961-979.html,"55(5), pages 961-979, July.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00046-9,2008
Journal of Monetary Economics,"Discussion of ""Aggregate implications of indivisible labor, incomplete markets, and labor-market frictions"" by Per Krusell, Toshihiko Mukoyama, Richard Rogerson, and Aysegul Sahin","['Hall, Robert E.']",No abstract is available for this item.,"Hall, Robert E., 2008. ""Discussion of ""Aggregate implications of indivisible labor, incomplete markets, and labor-market frictions"" by Per Krusell, Toshihiko Mukoyama, Richard Rogerson, and Aysegul Sahin,"" Journal of Monetary Economics, Elsevier, vol. 55(5), pages 980-982, July.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i5p980-982.html,"55(5), pages 980-982, July.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00073-1,2008
Journal of Monetary Economics,Monetary policy under uncertainty in an estimated model with labor market frictions,"['Sala, Luca', 'Söderström, Ulf', 'Trigari, Antonella']","We study the design of monetary policy in an estimated model with sticky prices, search and matching frictions, and staggered nominal wage bargaining. We find that the estimated natural rate of unemployment is consistent with the NBER description of the U.S. business cycle, and that the inflation/unemployment trade-off facing monetary policymakers is quantitatively important. We also show that parameter uncertainty has a limited effect on the performance or design of monetary policy, while natural rate uncertainty has more sizeable effects. Nevertheless, policy rules that respond to the output or unemployment gaps are more efficient than rules responding to output or unemployment growth rates, also in the presence of uncertainty about the natural rates.","Sala, Luca & Söderström, Ulf & Trigari, Antonella, 2008. ""Monetary policy under uncertainty in an estimated model with labor market frictions,"" Journal of Monetary Economics, Elsevier, vol. 55(5), pages 983-1006, July.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i5p983-1006.html,"55(5), pages 983-1006, July.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00044-5,2008
Journal of Monetary Economics,"Comment on: ""Monetary policy under uncertainty in an estimated model with labor market frictions"" by Luca Sala, Ulf Söderström, and Antonella Trigari","['Schorfheide, Frank']",No abstract is available for this item.,"Schorfheide, Frank, 2008. ""Comment on: ""Monetary policy under uncertainty in an estimated model with labor market frictions"" by Luca Sala, Ulf Söderström, and Antonella Trigari,"" Journal of Monetary Economics, Elsevier, vol. 55(5), pages 1007-1010, July.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i5p1007-1010.html,"55(5), pages 1007-1010, July.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00071-8,2008
Journal of Monetary Economics,Nowcasting: The real-time informational content of macroeconomic data,"['Giannone, Domenico', 'Reichlin, Lucrezia', 'Small, David']","A formal method is developed for evaluating the marginal impact that intra-monthly data releases have on current-quarter forecasts (nowcasts) of real gross domestic product (GDP) growth. The method can track the real-time flow of the type of information monitored by central banks because it can handle large data sets with staggered data-release dates. Each time new data are released, the nowcasts are updated on the basis of progressively larger data sets that, reflecting the unsynchronized data-release dates, have a ""jagged edge"" across the most recent months.","Giannone, Domenico & Reichlin, Lucrezia & Small, David, 2008. ""Nowcasting: The real-time informational content of macroeconomic data,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 665-676, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p665-676.html,"55(4), pages 665-676, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00065-2,2008
Journal of Monetary Economics,Futures prices as risk-adjusted forecasts of monetary policy,"['Piazzesi, Monika', 'Swanson, Eric T.']","Many researchers have used federal funds futures rates as measures of financial markets' expectations of future monetary policy. However, to the extent that federal funds futures reflect risk premia, these measures require some adjustment. In this paper, we document that excess returns on federal funds futures have been positive on average and strongly countercyclical. In particular, excess returns are surprisingly well predicted by macroeconomic indicators such as employment growth and financial business-cycle indicators such as Treasury yield spreads and corporate bond spreads. Excess returns on eurodollar futures display similar patterns. We document that simply ignoring these risk premia significantly biases forecasts of the future path of monetary policy. We also show that risk premia matter for some futures-based measures of monetary policy shocks used in the literature.","Piazzesi, Monika & Swanson, Eric T., 2008. ""Futures prices as risk-adjusted forecasts of monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 677-691, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p677-691.html,"55(4), pages 677-691, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00049-4,2008
Journal of Monetary Economics,On the optimal timing of capital taxes,"['Hassler, John', 'Krusell, Per', 'Storesletten, Kjetil', 'Zilibotti, Fabrizio']","For many kinds of capital, depreciation rates change systematically with the age of the capital. Consider an example that captures essential aspects of human capital, both regarding its accumulation and its depreciation: a worker obtains knowledge in period 0, then uses this knowledge in production in periods 1 and 2, and thereafter retires. Here, depreciation accelerates: it occurs at a 100% rate after period 2, and at a lower (perhaps zero) rate before that. The present paper analyzes the implications of non-constant depreciation rates for the optimal timing of taxes on capital income. The main finding is that under natural assumptions, the path of tax rates over time must be oscillatory. Oscillatory tax rates are optimal when depreciation rates accelerate with the age of the capital (as in the above example), and provided that the government can commit to the path of future tax rates but cannot apply different tax rates in a given year to different vintages of capital.","Hassler, John & Krusell, Per & Storesletten, Kjetil & Zilibotti, Fabrizio, 2008. ""On the optimal timing of capital taxes,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 692-709, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p692-709.html,"55(4), pages 692-709, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00024-X,2008
Journal of Monetary Economics,Fiscal hedging with nominal assets,"['Lustig, Hanno', 'Sleet, Christopher', 'Yeltekin, Sevin']","We analyze optimal fiscal and monetary policy in an economy with distortionary labor income taxes, nominal rigidities, nominal debt of various maturities and short-selling constraints. Optimal policy prescribes the almost exclusive use of long term debt. Such debt mitigates the distortions associated with hedging fiscal shocks by allowing the government to allocate them efficiently across states and periods.","Lustig, Hanno & Sleet, Christopher & Yeltekin, Sevin, 2008. ""Fiscal hedging with nominal assets,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 710-727, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p710-727.html,"55(4), pages 710-727, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00072-X,2008
Journal of Monetary Economics,Asymmetric price adjustment in the small,"['Chen, Haipeng (Allan)', 'Levy, Daniel', 'Ray, Sourav', 'Bergen, Mark']","Analyses of a large retail scanner price data set reveal a new and surprising regularity - small price increases occur more frequently than small price decreases for price changes of up to 10Â¢. That is, we find asymmetric price adjustment ""in the small."" Furthermore, it turns out that inflation offers only a partial explanation for the finding. Indeed, substantial proportion of the asymmetry remains unexplained, even after accounting for the inflation. For example, the asymmetry holds also after excluding periods of inflation from the data, and even for products whose price had not increased. The findings hold for different aggregate and disaggregate measures of inflation and also after allowing for lagged price adjustments.","Chen, Haipeng (Allan) & Levy, Daniel & Ray, Sourav & Bergen, Mark, 2008. ""Asymmetric price adjustment in the small,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 728-737, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p728-737.html,"55(4), pages 728-737, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00062-7,2008
Journal of Monetary Economics,The brevity and violence of contractions and expansions,"['McKay, Alisdair', 'Reis, Ricardo']","Early studies of business cycles argued that contractions in economic activity were briefer (shorter) and more violent (rapid) than expansions. This paper systematically investigates this claim and in the process discovers a robust new business cycle fact: contractions in employment are briefer and more violent than expansions but we cannot reject the null of equal brevity and violence for expansions and contractions in output. The difference arises because employment typically lags output around peaks but they coincide in their troughs. We discuss the performance of existing business cycle models in accounting for this fact, and conclude that none can fully account for it. We then show that a business cycle model with asymmetric adjustment costs on employment and a choice of when to scrap old technologies can account for the business cycle fact both qualitatively and quantitatively.","McKay, Alisdair & Reis, Ricardo, 2008. ""The brevity and violence of contractions and expansions,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 738-751, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p738-751.html,"55(4), pages 738-751, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00064-0,2008
Journal of Monetary Economics,"Default, insurance, and debt over the life-cycle","['Athreya, Kartik B.']","The widespread use of debt and default suggests that unsecured credit markets play an important role in consumption smoothing. In this paper, I address two previously unanswered questions. First, how does policy towards debt default affect the evolution of consumption and net worth over the life-cycle? Second, how does debt default policy interact with social insurance over the life-cycle? The findings are as follows. First, US default policy appears ""lax"", in the sense that it creates severe credit constraints, especially for the young. Second, eliminating default will lower consumption inequality among the young, but will increase it among the old. Third, social insurance alters default risk and, in turn, loan pricing, and therefore matters for purely intertemporal smoothing.","Athreya, Kartik B., 2008. ""Default, insurance, and debt over the life-cycle,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 752-774, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p752-774.html,"55(4), pages 752-774, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00061-5,2008
Journal of Monetary Economics,"Trade, production sharing, and the international transmission of business cycles","['Burstein, Ariel', 'Kurz, Christopher', 'Tesar, Linda']",Countries that are more engaged in production sharing exhibit higher bilateral manufacturing output correlations. We use data on trade flows between US multinationals and their affiliates as well as trade between the United States and Mexican maquiladoras to measure production-sharing trade and its link with the business cycle. We then develop a quantitative model of international business cycles that generates a positive link between the extent of vertically integrated production-sharing trade and internationally synchronized business cycles. A key assumption in the model is a relatively low elasticity of substitution between home and foreign inputs in the production of the vertically integrated good.,"Burstein, Ariel & Kurz, Christopher & Tesar, Linda, 2008. ""Trade, production sharing, and the international transmission of business cycles,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 775-795, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p775-795.html,"55(4), pages 775-795, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00039-1,2008
Journal of Monetary Economics,Eyes on the prize: How did the fed respond to the stock market?,"['Fuhrer, Jeff', 'Tootell, Geoff']","Since the stock market boom of the 1990s, many have suggested the Federal Open Market Committee (FOMC) has adopted an unannounced policy goal of supporting equity values. This paper offers a new approach to disentangle the relationship between changes in equity values and monetary policy. Specifically, the paper distinguishes the FOMC's reaction to forecasts of traditional goal variables, which may depend on equity prices, from the FOMC's independent reaction to changes in equity prices. By using actual forward-looking variables examined by the FOMC before each action (the ""Greenbook"" forecasts), the authors find little evidence to support the proposition that the FOMC responds to stock values, except as filtered through a forecast of accepted monetary policy goal variables.","Fuhrer, Jeff & Tootell, Geoff, 2008. ""Eyes on the prize: How did the fed respond to the stock market?,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 796-805, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p796-805.html,"55(4), pages 796-805, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00040-8,2008
Journal of Monetary Economics,Using private forecasts to estimate the effects of monetary policy,"['Thapar, Aditi']","I develop a methodology that uses the forecasts of market participants and of policy makers to estimate the effects of monetary policy on output and inflation. My approach has advantages over the standard practice of fitting a vector autoregression to the data. I apply my methodology to data on output, interest rates and prices. I find that, even using the Federal Reserve Board's Greenbook forecasts to control for the policy maker's information set, prices rise initially in response to a monetary contraction. This finding undermines the standard justification for including an index of commodity prices in VARs.","Thapar, Aditi, 2008. ""Using private forecasts to estimate the effects of monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 806-824, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p806-824.html,"55(4), pages 806-824, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00066-4,2008
Journal of Monetary Economics,Federal reserve policy viewed through a money supply lens,"['Chowdhury, Ibrahim', 'Schabert, Andreas']","Federal Reserve nonborrowed reserve supply systematically responded to changes in inflation and in the output gap over the period 1969-2000. While the feedback from output gap is always negative, the response of money supply to changes in inflation varies considerably across time. Nonborrowed reserves decreased with inflation in the post-1979 period and increased in the pre-1979 period. Applying a standard macro-model, the estimated reaction functions are shown to ensure equilibrium determinacy. Viewed through the money supply lens, Federal Reserve policy substantially changed over time, but has never allowed for endogenous fluctuations, which contrasts conclusions drawn from federal funds rate analyses.","Chowdhury, Ibrahim & Schabert, Andreas, 2008. ""Federal reserve policy viewed through a money supply lens,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 825-834, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p825-834.html,"55(4), pages 825-834, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00042-1,2008
Journal of Monetary Economics,"The impact of Milton Friedman on modern monetary economics: Setting the record straight on Paul Krugman's ""Who was Milton Friedman?""","['Nelson, Edward', 'Schwartz, Anna J.']","Paul Krugman's essay ""Who Was Milton Friedman?"" seriously mischaracterizes Friedman's economics and his legacy. In this paper, we provide a rejoinder to Krugman on these issues. In the course of setting the record straight, we provide a self-contained guide to Milton Friedman's impact on modern monetary economics and on today's central banks. We also refute the conclusions that Krugman draws about monetary policy from the experiences of the United States in the 1930s and of Japan in the 1990s.","Nelson, Edward & Schwartz, Anna J., 2008. ""The impact of Milton Friedman on modern monetary economics: Setting the record straight on Paul Krugman's ""Who was Milton Friedman?"","" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 835-856, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p835-856.html,"55(4), pages 835-856, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00004-4,2008
Journal of Monetary Economics,Response to Nelson and Schwartz,"['Krugman, Paul']","In responding to Nelson and Schwartz's [2008. The impact of Milton Friedman on modern monetary economics: setting the record straight on Paul Krugman's ""Who was Milton Friedman?"". Journal of Monetary Economics 55, this issue] critique of my ""Who Was Milton Friedman"", I focus on three central economic topics: (i) whether it is reasonable to claim that the Federal Reserve caused the Great Depression; (ii) whether monetary policy had the power to engineer an economic recovery after the onset of the depression; and (iii) whether monetarism succeeded or failed. On all these key points, I reject the criticisms of Nelson and Schwartz.","Krugman, Paul, 2008. ""Response to Nelson and Schwartz,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 857-860, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p857-860.html,"55(4), pages 857-860, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00069-X,2008
Journal of Monetary Economics,Rejoinder to Paul Krugman,"['Nelson, Edward', 'Schwartz, Anna J.']","We provide a brief rejoinder to Krugman [2008, Response to Nelson and Schwartz. Journal of Monetary Economics 55, this issue] on three issues that are central to his original New York Review of Books article and his reply to our setting the record straight: (i) criticisms of Friedman; (ii) criticisms of monetarism; and (iii) interpretations of history.","Nelson, Edward & Schwartz, Anna J., 2008. ""Rejoinder to Paul Krugman,"" Journal of Monetary Economics, Elsevier, vol. 55(4), pages 861-862, May.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i4p861-862.html,"55(4), pages 861-862, May.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00068-8,2008
Journal of Monetary Economics,Perfectly competitive innovation,"['Boldrin, Michele', 'Levine, David K.']","Based partially on the belief that innovation is not possible under perfect competition, a huge number of papers have been written about the nature of innovation under monopoly or oligopoly. In fact, competitive rents can and do sustain innovation in the complete absence of monopoly power. However, little is known about the source and significance of these rents, or about the way in which innovative activity takes place under conditions of competition. We begin to remedy this imbalance by examining the way in which competitive innovators earn rents both in theory and in practice.","Boldrin, Michele & Levine, David K., 2008. ""Perfectly competitive innovation,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 435-453, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p435-453.html,"55(3), pages 435-453, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00012-3,2008
Journal of Monetary Economics,The market price of risk and the equity premium: A legacy of the Great Depression?,"['Cogley, Timothy', 'Sargent, Thomas J.']","By positing learning and a pessimistic initial prior, we build a model that disconnects a representative consumer's subjective attitudes toward risk from the high price of risk that a rational-expectations econometrician would deduce from financial market data. We follow Friedman and Schwartz [1963. A Monetary History of the United States, 1857-1960. Princeton University Press, Princeton, NJ] in hypothesizing that the Great Depression heightened fears of economic instability. We use a robustness calculation to elicit a pessimistic prior for a representative consumer and let him update beliefs via Bayes' law. Learning eventually erases pessimism, but while it persists, pessimism contributes a volatile multiplicative component to the stochastic discount factor that a rational-expectation econometrician would detect. With sufficient initial pessimism, the model generates substantial values for the market price of risk and equity premium and predicts high Sharpe ratios and forecastable excess stock returns.","Cogley, Timothy & Sargent, Thomas J., 2008. ""The market price of risk and the equity premium: A legacy of the Great Depression?,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 454-476, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p454-476.html,"55(3), pages 454-476, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00011-1,2008
Journal of Monetary Economics,Can perpetual learning explain the forward-premium puzzle?,"['Chakraborty, Avik', 'Evans, George W.']","Under rational expectations and risk neutrality the linear projection of exchange-rate change on the forward premium has a unit coefficient. However, empirical estimates of this coefficient are significantly less than one and often negative. We show that replacing rational expectations by discounted least-squares (or ""perpetual"") learning generates a negative bias that becomes strongest when the fundamentals are strongly persistent, i.e. close to a random walk. Perpetual learning can explain the forward-premium puzzle while simultaneously replicating other features of the data, including positive serial correlation of the forward premium and disappearance of the anomaly in other forms of the test.","Chakraborty, Avik & Evans, George W., 2008. ""Can perpetual learning explain the forward-premium puzzle?,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 477-490, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p477-490.html,"55(3), pages 477-490, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00043-3,2008
Journal of Monetary Economics,Unconditionally optimal monetary policy,"['Damjanovic, Tatiana', 'Damjanovic, Vladislav', 'Nolan, Charles']","We develop a simple and intuitive approach for analytically deriving unconditionally optimal (UO) policies, a topic of enduring interest in optimal monetary policy analysis. The approach can be employed in both general linear-quadratic problems and in the underlying non-linear environments. A detailed example is provided using a canonical New Keynesian framework.","Damjanovic, Tatiana & Damjanovic, Vladislav & Nolan, Charles, 2008. ""Unconditionally optimal monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 491-500, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p491-500.html,"55(3), pages 491-500, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00008-1,2008
Journal of Monetary Economics,Insurance and opportunities: A welfare analysis of labor market risk,"['Heathcote, Jonathan', 'Storesletten, Kjetil', 'Violante, Giovanni L.']","Using a model with constant relative risk-aversion preferences, endogenous labor supply and partial insurance against idiosyncratic wage risk, this paper provides an analytical characterization of three welfare effects: (a) the welfare effect of a rise in wage dispersion, (b) the welfare gain from completing markets, and (c) the welfare effect from eliminating risk. The analysis reveals an important trade-off for these welfare calculations. On the one hand, higher wage uncertainty increases the cost associated with missing insurance markets. On the other hand, greater wage dispersion presents opportunities to raise aggregate productivity by concentrating market work among more productive workers. Welfare effects can be expressed in terms of the underlying parameters defining preferences and wage risk or, alternatively, in terms of changes in observable second moments of the joint distribution over individual wages, consumption and hours.","Heathcote, Jonathan & Storesletten, Kjetil & Violante, Giovanni L., 2008. ""Insurance and opportunities: A welfare analysis of labor market risk,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 501-525, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p501-525.html,"55(3), pages 501-525, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00025-1,2008
Journal of Monetary Economics,How people pay: Evidence from grocery store data,"['Klee, Elizabeth']","Empirical evidence based on grocery store transaction data shows that consumer payment behavior at the point of sale is important for understanding models of money demand. There are statistically significant effects of transaction costs, opportunity costs, and product characteristics on the choice of payment instrument, which then, in turn, affect money demand. These results emphasize the overlap between the work of empirical researchers in payment choice and theoretical modelers of monetary economics and should inform both literatures.","Klee, Elizabeth, 2008. ""How people pay: Evidence from grocery store data,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 526-541, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p526-541.html,"55(3), pages 526-541, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00010-X,2008
Journal of Monetary Economics,Risk and concentration in payment and securities settlement systems,"['Mills Jr., David C.', 'Nesmith, Travis D.']","What drives the intraday patterns of settlement in payment and securities settlement systems? Using a model of the strategic interaction of participants in these systems to capture some stylized facts about the Federal Reserve's Fedwire funds and securities systems, this paper identifies three factors that influence a participant's decision on when to send transactions intraday: cost of intraday liquidity, extent of settlement risk, and system design. With these factors, the model can make predictions regarding the impact of policy on the concentration of transactions, amount of intraday overdrafts, central bank credit exposure, costs to system participants, and other risks.","Mills Jr., David C. & Nesmith, Travis D., 2008. ""Risk and concentration in payment and securities settlement systems,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 542-553, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p542-553.html,"55(3), pages 542-553, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00005-6,2008
Journal of Monetary Economics,Liquidity-saving mechanisms,"['Martin, Antoine', 'McAndrews, James']","This paper studies the incentives of participants in a real-time gross settlement system with and without the addition of a liquidity-saving mechanism (LSM). Participants in the model face a liquidity shock and different costs for delaying payments. They trade off the cost of delaying a payment against the cost of borrowing liquidity from the central bank. The main contribution of the paper is to show that the design of an LSM has important implications for welfare. In particular, parameters determine whether the addition of an LSM increases or decreases welfare.","Martin, Antoine & McAndrews, James, 2008. ""Liquidity-saving mechanisms,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 554-567, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p554-567.html,"55(3), pages 554-567, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00003-2,2008
Journal of Monetary Economics,Financial constraints on investment in an emerging market crisis,"['Blalock, Garrick', 'Gertler, Paul J.', 'Levine, David I.']","We investigate whether capital market imperfections constrain investment during an emerging market financial crisis. Both large currency devaluations and banking sector failures characterize recent crises. Although a currency devaluation should increase exporters' competitiveness and investment, a failing banking system may limit credit to these firms. Foreign-owned firms, which may have greater access to overseas financing but otherwise face the same investment prospects, provide an ideal control group for determining the effect of liquidity constraints. We test for liquidity constraints in Indonesia following the 1997 East Asian financial crisis, a period when the issuance of new domestic credit shrank rapidly. Exporters' value added and employment increased after the crisis, suggesting that they profited from the devaluation and had sufficient cash flow to finance more workers. However, only exporters with foreign ownership increased their capital significantly. Our results suggest that liquidity constraints greatly retarded domestic-owned manufacturing firms' ability to take advantage of improved terms of trade. Specifically, compared to foreign-owned exporters they had resembled before the crisis, after the crisis domestic-owned exporters had more than 20% lower employment and capital and more than 40% lower value added and materials usage.","Blalock, Garrick & Gertler, Paul J. & Levine, David I., 2008. ""Financial constraints on investment in an emerging market crisis,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 568-591, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p568-591.html,"55(3), pages 568-591, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00009-3,2008
Journal of Monetary Economics,Discrete devaluations and multiple equilibria in a first generation model of currency crises,"['Broner, Fernando A.']","The first generation models of currency crises have often been criticized because they predict that, in the absence of very large triggering shocks, currency attacks should be predictable and lead to small devaluations. This paper shows that these features of first generation models are not robust to the inclusion of private information. In particular, this paper analyzes a generalization of the Krugman-Flood-Garber (KFG) model, which relaxes the assumption that all consumers are perfectly informed about the level of fundamentals. In this environment, the KFG equilibrium of zero devaluation is only one of many possible equilibria. In all the other equilibria, the lack of perfect information delays the attack on the currency past the point at which the shadow exchange rate equals the peg, giving rise to unpredictable and discrete devaluations.","Broner, Fernando A., 2008. ""Discrete devaluations and multiple equilibria in a first generation model of currency crises,"" Journal of Monetary Economics, Elsevier, vol. 55(3), pages 592-605, April.",N\A,https://ideas.repec.org/a/eee/moneco/v55y2008i3p592-605.html,"55(3), pages 592-605, April.",http://www.sciencedirect.com/science/article/pii/S0304-3932(08)00041-X,2008
