journal,title,authors,volume,jel,abstract,url,doi
Econometrica,Distribution of Income and Aggregation of Demand,['Francisco Marhuenda'],"1995, vol. 63, issue 3, 647-66",[],"Abstract: Under certain regularity conditions, if the distribution of income is price independent and satisfies a condition on the shape of its graph, then total market demand is monotone. The author's methods allow for density functions increasing on some intervals, like unimodal distributions or even densities with more than one peak. Similar assumptions on the distribution of endowments yield a restricted monotonicity property on the aggregate excess demand function of a Walrasian pure exchange economy with wealth determined by market prices. It follows that the unique equilibrium price is stable. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a3_3ap_3a647-66.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-2&origin=repec
Econometrica,The Normal Approximation for Semiparametric Averaged Derivatives,['Peter Robinson'],"1995, vol. 63, issue 3, 667-80",[],"Abstract: With the same normalization as that for standard parametric statistics, and centered at a parameter of interest, many semiparametric estimates based on n observations have been shown to be root-n-consistent and asymptotically normal. In the context of semiparametric averaged derivative estimates, the author goes further by showing that the rate of convergence of the finite-sample distribution to the normal limit distribution can equal that of standard parametric statistics. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a3_3ap_3a667-80.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-0&origin=repec
Econometrica,An Empirical Investigation of Asset Pricing with Temporally Dependent Preference Specifications,['John Heaton'],"1995, vol. 63, issue 3, 681-717",[],"Abstract: Using a simulated method of moments approach, the author evaluates a representative consumer asset pricing model in which the consumer is assumed to have time nonseparable preferences of several forms. Examining the model's implications for several moments of asset returns, he finds evidence for the local substitution of consumption with habit formation occurring over longer periods of time. The interaction between these two effects is important. The author also shows that, when accounting for sampling error, a model with local substitution and long-run habit persistence is consistent with the Hansen and Jagannathan (1991) bounds. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a3_3ap_3a681-717.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-L&origin=repec
Econometrica,Modelling Nonlinear Relationships between Extended-Memory Variables,['Clive Granger'],"1995, vol. 63, issue 2, 265-79",[],"Abstract: A definition of extended memory is provided, generalizing the ideas of long memory and persistence, based on the properties of forecasts over long horizons. Specification of nonlinear models with variables having extended memory is considered in terms of the balance of an equation and it is suggested that many more types of misspecification can occur than with usual situations and could produce important specification errors. Tests of linearity and standard methods of nonlinear modeling are briefly considered and advice is given on circumstances in which they can be used. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a265-79.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-3&origin=repec
Econometrica,Identification and Robustness with Contaminated and Corrupted Data,"['Joel Horowitz', 'Charles Manski']","1995, vol. 63, issue 2, 281-302",[],"Abstract: Robust estimation aims at developing point estimators that are not highly sensitive to errors in data. However, the population parameters of interest are not identified under the assumptions of robust estimation, so the rationale for point estimation is not apparent. This paper shows that, under error models used in robust estimation, unidentified population parameters can often be bounded. The bounds provide information that is not available in robust estimation. For example, it is possible to bound the population mean under contaminated sampling. It is argued that estimating the bounds is more natural than attempting point estimation of unidentified parameters. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a281-302.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-9&origin=repec
Econometrica,"Sisters, Siblings, and Mothers: The Effect of Teen-Age Childbearing on Birth Outcomes in a Dynamic Family Context","['Mark Rosenzweig', 'Kenneth I Wolpin']","1995, vol. 63, issue 2, 303-26",[],"Abstract: A statistical model of dynamic intrafamily investment behavior incorporating endowment heterogeneity is estimated to evaluate alternative estimation procedures that have exploited family and kinship data. These procedures, which place alternative restrictions on the endowment structure and on behavior, include generalized least squares, fixed-effects based on the children of sisters and siblings, and instrumental variables. The framework is applied to data on birth outcomes, with focus on the effects of teen-age childbearing net of other maternal behavior. The empirical results imply that the least restrictive statistical formulation, consistent with dynamic behavior and heterogeneity among siblings, fits the data best. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a303-26.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-L&origin=repec
Econometrica,Congestion Pricing and Capacity of Large Hub Airports: A Bottleneck Model with Stochastic Queues,['Joseph Daniel'],"1995, vol. 63, issue 2, 327-70",[],"Abstract: This paper models and estimates congestion prices and capacity for large hub airports with stochastic queues, time-varying traffic rates, and endogenous intertemporal adjustment of traffic in response to queuing delay and fees. Relative costs of queuing and schedule delays are estimated using data from Minneapolis-St. Paul. Simulations calculate equilibrium traffic patterns, queuing delays, schedule delays, congestion fees, airport revenues, airport capacity, and efficiency gains. The paper also investigates whether a dominant airline internalizes delays its aircraft impose. It tests game-theoretic specifications with atomistic, Nash-dominant, Stackelberg-dominant, and collusive-airline traffic. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a327-70.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-D&origin=repec
Econometrica,A Stochastic Model of Sequential Bargaining with Complete Information,"['Antonio Merlo', 'Charles A Wilson']","1995, vol. 63, issue 2, 371-99",[],"Abstract: The authors consider a k-player sequential bargaining model in which the size of the cake and the order in which players move follow a general Markov process. For games in which one agent makes an offer in each period and agreement must be unanimous, the authors provide characterizations of the sets of subgame perfect and stationary subgame perfect payoffs. With these characterizations, they investigate the uniqueness and efficiency of the equilibrium outcomes, the conditions under which agreement is delayed, and the advantage to proposing. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a371-99.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-C&origin=repec
Econometrica,The Recursive Core,"['Robert Becker', 'Subir K Chakrabarti']","1995, vol. 63, issue 2, 401-23",[],"Abstract: An allocation in an infinite horizon capital accumulation model is a recursive core allocation provided no coalition can improve upon its consumption stream at any time given its accumulation of assets up to that period. The authors show for every allocation of consumption in the initial core, one can find a distribution of capital stocks among the agents where no coalition of agents will break the initial core contract at any date. The recursive core links the distribution of capital, the problem of trust in the sense of D. Gale, and time consistent intertemporal contracts. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a401-23.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-5&origin=repec
Econometrica,Necessary and Sufficient Conditions for the Perfect Finite Horizon Folk Theorem,['Lones Smith'],"1995, vol. 63, issue 2, 425-30",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a425-30.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-F&origin=repec
Econometrica,Proportional Budgeting and Decentralization,"['Charles Blackorby', 'R Robert Russell']","1995, vol. 63, issue 2, 431-39",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a431-39.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-H&origin=repec
Econometrica,A Locally Stable Adjustment Process,['Anjan Mukherji'],"1995, vol. 63, issue 2, 441-48",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a2_3ap_3a441-48.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-5&origin=repec
Econometrica,The Role of Information in U.S. Offshore Oil and Gas Lease Auctions,['Robert Porter'],"1995, vol. 63, issue 1, 1-27",[],"Abstract: This paper describes the U.S. offshore oil and gas lease sales conducted by the Department of the Interior since 1954. Several decision variables are discussed, including bidding for leases, the government's decision whether to accept the highest bid, the incidence and timing of exploratory drilling, and the formation of bidding consortia. Equilibrium models of these decisions that emphasize informational and strategic issues and that account for institutional features of the leasing program are analyzed and their predictions compared to outcomes in the data. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a1-27.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-X&origin=repec
Econometrica,The Incidence of Adverse Medical Outcomes under Prospective Payment,['David Cutler'],"1995, vol. 63, issue 1, 29-50",[],"Abstract: This paper examines the effect on health outcomes of moving from cost-based to prospective reimbursement of hospitals. The paper reaches two conclusions. First, hospitals that experienced average price declines had a greater share of deaths occur in the hospital or shortly after discharge. By one year postdischarge, however, this increased mortality was eliminated. Second, there was an increase in readmission rates as hospitals were no longer reimbursed for marginal units of care they provided. This increased readmission appears to be due to accounting changes on the part of hospitals rather than changes in patient morbidity. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a29-50.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-5&origin=repec
Econometrica,Strategy-Proof Exchange,"['Salvador Barberà', 'Matthew Jackson']","1995, vol. 63, issue 1, 51-87",[],"Abstract: The authors consider the allocation of goods in exchange economies with a finite number of agents who may have private information about their preferences. They characterize the set of allocation rules that are compatible with individual incentives or, in other words, the set of strategy-proof social choice functions. Social choice functions that are strategy-proof are those that can be obtained from trading according to a finite number of prespecified proportions. The number of proportions that can be accommodated is proportional to the number of agents. Such rules are necessarily inefficient even in the limit as the economy grows. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a51-87.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-H&origin=repec
Econometrica,Efficiency of an Information System in an Agency Model,['Son Ku Kim'],"1995, vol. 63, issue 1, 89-102",[],"Abstract: Different information systems are compared in terms of their relative efficiencies in an agency model. The mean preserving spread relation between the likelihood ratio distributions derived from the original information systems is found to be sufficient to rank information systems under quite general assumptions about the agent's utility function. Furthermore, it is shown that the mean preserving spread criterion can be applied to a broader set of information systems than Holmstrom's informativeness criterion and Blackwell's theorem. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a89-102.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-N&origin=repec
Econometrica,Adaptive Dynamics in Coordination Games,['Vincent Crawford'],"1995, vol. 63, issue 1, 103-43",[],"Abstract: A model of the process by which players learn to play repeated coordination games is proposed with the goal of understanding the results of recent experiments. In those experiments, the dynamics of subjects' strategy choices and the resulting patterns of discrimination among equilibria varied systematically with the rule for determining payoffs and the size of the interacting groups in ways that are not adequately explained by available methods of analysis. The model suggests a possible explanation by showing how the dispersion of subjects' beliefs interacts with the learning process to determine the probability distribution of its dynamics and limiting outcome. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a103-43.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-6&origin=repec
Econometrica,Dominance and Belief Potential,"['Stephen Morris', 'Rafael Rob', 'Hyun Song Shin', 'Rafael Robb']","1995, vol. 63, issue 1, 145-57",[],"Abstract: This paper elucidates on the logic behind recent papers which show that a unique equilibrium is selected in the presence of higher order uncertainty, i.e., when players lack common knowledge. We introduce two new concepts: stochastic potential of the information system and p-dominance of Nash-equilibria of the game, and show that a Nash-equilibrium is uniquely selected whenever its p-dominance is below the stochastic potential. This criterion applies to many-action games, not merely 2 by 2 games. It also applies to games without dominant strategies, where the set of equilibria is shown to be smaller and simpler than might be initially conjectured. Finally, the new concepts help understand the circumstances under which the set of equilibria varies with the amount of common knowledge among players. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a145-57.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-0&origin=repec
Econometrica,Subjective Probability without Monotonicity: Or How Machina's Mom May Also Be Probabilistically Sophisticated,['Simon Grant'],"1995, vol. 63, issue 1, 159-89",[],"Abstract: If an agent's preferences over subjectively uncertain acts are consistent with him having a subjective probability distribution over the states of nature, then those preferences can induce consistent preferences over 'objectively' risky lotteries. Such 'probabilistically sophisticated' behavior allows us to treat decision making under uncertainty as though it is under risk. This paper first characterizes exactly what probabilistic sophistication entails for an agent's beliefs about the likelihood of states of nature. Secondly, it presents characterizations of probabilistically sophisticated individuals whose induced lottery preferences obey neither the independence axiom nor a monotonicity property that is shown to share some of the nature of independence. Copyright 1995 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a159-89.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-T&origin=repec
Econometrica,Every Stable Set Contains a Fully Stable Set,['Srihari Govindan'],"1995, vol. 63, issue 1, 191-93",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a191-93.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-A&origin=repec
Econometrica,Local Convergence of Recursive Learning to Steady States and Cycles in Stochastic Nonlinear Models,"['George Evans', 'Seppo Honkapohja']","1995, vol. 63, issue 1, 195-206",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a195-206.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-R&origin=repec
Econometrica,A Mirror Image Invariance for M-Estimators,['Andrew Chesher'],"1995, vol. 63, issue 1, 207-11",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a63_3ay_3a1995_3ai_3a1_3ap_3a207-11.htm,http://links.jstor.org/sici?sici=0012-9682%2819950 ... O%3B2-G&origin=repec
Econometrica,The Predictive Utility of Generalized Expected Utility Theories,"['David Harless', 'Colin F Camerer']","1994, vol. 62, issue 6, 1251-89",[],"Abstract: Recent experimental choice studies compare expected utility with competing theories of decision-making under risk. Formal tests used to judge the theories usually count the number of consistent responses, ignoring systematic variation in inconsistent responses. A maximum-likelihood estimation method is developed that extracts more information from the data and enables one to judge the predictive utility--fit and parsimony--of utility theories. Analyses of twenty-three data sets suggest a menu of theories that sacrifice the least parsimony for the biggest improvement in fit. The menu is mixed fanning, prospect theory, expected utility, and expected value. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1251-89.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-Q&origin=repec
Econometrica,Investigating Generalizations of Expected Utility Theory Using Experimental Data,"['John Hey', 'Chris Orme']","1994, vol. 62, issue 6, 1291-1326",[],"Abstract: A number of generalizations of the expected utility preference functional are estimated using experimentally generated data involving 100 pairwise choice questions repeated on two separate occasions. Likelihood ratio tests are conducted to investigate the statistical superiority of the various generalizations and the Akaike information criterion is used to distinguish between them. The economic superiority of the various generalizations is also explored and the paper concludes that, for many subjects, the superiority of several of the generalizations is not established. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1291-1326.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-T&origin=repec
Econometrica,Trade with Heterogeneous Prior Beliefs and Asymmetric Information,['Stephen Morris'],"1994, vol. 62, issue 6, 1327-47",[],"Abstract: 'No trade' theorems have shown that new information will not lead to trade when agents share the same prior beliefs. This paper explores the structure of no trade theorems with heterogeneous prior beliefs. It is shown how different notions of efficiency under asymmetric information--ex ante, interim, ex post--are related to agents' prior beliefs as well as incentive compatible and public versions of those efficiency concepts. These efficiency results are used to characterize necessary and sufficient conditions on agents' beliefs for no trade theorems in different trading environments. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1327-47.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-Y&origin=repec
Econometrica,The Asymptotic Variance of Semiparametric Estimators,['Whitney Newey'],"1994, vol. 62, issue 6, 1349-82",[],"Abstract: This paper derives a general formula for the asymptotic variance of semiparametric estimators that accounts for the presence of nonparametric estimators of functions. The general formula is specialized to show invariance of the asymptotic variance to the type of nonparametric estimator and to obtain correction terms for estimation of densities and mean-square projections (including conditional expectations). Regularity conditions for the validity of the formula are also given, including primitive conditions for asymptotic normality when series estimators are present. New examples considered include a semiparametric panel probit estimator and a series estimator of the average derivative. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1349-82.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-F&origin=repec
Econometrica,Optimal Tests When a Nuisance Parameter Is Present Only under the Alternative,"['Donald Andrews', 'Werner Ploberger']","1994, vol. 62, issue 6, 1383-1414",[],"Abstract: This paper derives asymptotically optimal tests for testing problems in which a nuisance parameter exists under the alternative hypothesis but not under the null. For example, the results apply to tests of structural change with unknown changepoint. The testing problem considered is nonstandard and the classical asymptotic optimality results for the Lagrange multiplier, Wald, and likelihood ratio do not apply. A weighted average power criterion is used here to generate optimal tests. This criterion is similar to that used by A. Wald (1943) to obtain the classical asymptotic optimality properties of Wald tests in 'regular' testing problems. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1383-1414.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-7&origin=repec
Econometrica,Auctions for Oil and Gas Leases with an Informed Bidder and a Random Reservation Price,"['Kenneth Hendricks', 'Robert Porter', 'Charles A Wilson']","1994, vol. 62, issue 6, 1415-44",[],"Abstract: The authors analyze a first-price, sealed bid auction of an object with unknown common value, but one buyer has better information. The reservation price is correlated with the informed buyer's assessment of the value and of the probability of rejection. If all random variables are affiliated, the rate of increase in the distribution of the uninformed bid is never greater than that of the informed bid, the distributions are identical above the support of the reservation price, and the informed buyer is more likely to submit low bids. Bids for offshore oil and gas leases on drainage tracts satisfy these restrictions. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1415-44.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-Y&origin=repec
Econometrica,Heterogeneous Demand and Order of Resource Extraction,"['Ujjayant Chakravorty', 'Darrell L Krulce']","1994, vol. 62, issue 6, 1445-52",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1445-52.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-7&origin=repec
Econometrica,Can a Poverty Index Be Both Relative and Absolute?,['Buhong Zheng'],"1994, vol. 62, issue 6, 1453-58",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a6_3ap_3a1453-58.htm,http://links.jstor.org/sici?sici=0012-9682%2819941 ... O%3B2-A&origin=repec
Econometrica,The Folk Theorem with Imperfect Public Information,"['Drew Fudenberg', 'David Levine', 'Eric Maskin']","1994, vol. 62, issue 5, 997-1039",[],"Abstract: The authors study repeated games in which players observe a public outcome that imperfectly signals the actions played. They provide conditions guaranteeing that any feasible, individually rational payoff vector of the stage game can arise as a perfect equilibrium of the repeated game with sufficiently little discounting. The central condition requires that there exist action profiles with the property that, for any two players, no two deviations--one by either player--give rise to the same probability distribution over public outcomes. The results apply to principal-agent, partnership, oligopoly, and mechanism-design models, and to one-shot games with transferable utilities. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a997-1039.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-8&origin=repec
Econometrica,Convergence to Efficiency in a Simple Market with Incomplete Information,"['Aldo Rustichini', 'Mark A Satterthwaite', 'Steven R Williams']","1994, vol. 62, issue 5, 1041-63",[],"Abstract: A model with m buyers and m sellers is considered in which price is set to equate revealed demand and supply. In a Bayesian Nash equilibrium, each trader acts not as a price-taker but instead misrepresents his true demand/supply to influence price in his favor. This causes inefficiency. The authors show that, in any equilibrium, the amount by which a trader misreports is O(1/m) and the corresponding inefficiency is O(1/m[squared]). The indeterminacy and the inefficiency that is caused by the traders' bargaining behavior in small markets, thus, rapidly vanishes as the market increases in size. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1041-63.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-W&origin=repec
Econometrica,Information Revelation and Strategic Delay in a Model of Investment,"['Christophe Chamley', 'Douglas Gale']","1994, vol. 62, issue 5, 1065-85",[],"Abstract: The authors characterize the symmetric equilibria of an investment game with a pure informational externality. When the period length is very short, the game ends very quickly; with positive probability, an informational cascade (herding) causes an investment collapse. As the period length increases, the possibility of herding disappears. As the number of players increases, the rate of investment and the information flow are eventually independent of the number of players; adding more players simply increases the number who delay. In the limit, a period of low investment is followed by either an investment surge or a collapse. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1065-85.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-N&origin=repec
Econometrica,Adaptive Learning with Nonlinear Dynamics Driven by Dependent Processes,"['Chung-Ming Kuan', 'Halbert White']","1994, vol. 62, issue 5, 1087-1114",[],"Abstract: The authors provide a convergence theory for adaptive learning algorithms useful for the study of learning by economic agents. Their results extend the framework of L. Ljung previously utilized by A. Marcet-T. J. Sargent and M. Woodford by permitting nonlinear laws of motion driven by stochastic processes that may exhibit moderate dependence, such as mixing and mixingale processes. The authors draw on previous work by H. J. Kushner and D. S. Clark to provide readily verifiable and/or interpretable conditions ensuring algorithm convergence, chosen for their suitability in the context of adaptive learning. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1087-1114.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-C&origin=repec
Econometrica,"The Learning Curve, Market Dominance, and Predatory Pricing","['Luis Cabral', 'Michael Riordan']","1994, vol. 62, issue 5, 1115-40",[],"Abstract: Strategic implications of the learning curve hypothesis are analyzed in the context of a price-setting, differentiated duopoly selling to a sequence of heterogeneous buyers with uncertain demands. A unique Markov perfect equilibrium is characterized and sufficient conditions are provided for market dominance to be self-reinforcing. Increasing market dominance implies that learning is privately disadvantageous. Finally, introducing avoidable fixed costs and possible exit into the model yields a new theory of predatory pricing based on the learning curve hypothesis. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1115-40.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-A&origin=repec
Econometrica,Equivalence of Games and Markets,['Myrna Wooders'],"1994, vol. 62, issue 5, 1141-60",[],"Abstract: The author proves an equivalence between large games with effective small groups of players and games generated by markets. Small groups are effective if all or almost all gains to collective activities can be achieved by groups bounded in size of membership. A market is an exchange economy where all participants have concave, quasi-linear payoff functions. The market approximating a game is socially homogeneous--all participants have the same monotonic nondecreasing, and 1-homogeneous payoff function. The author's results imply that any market (more generally, any economy with effective small groups) can be approximated by a socially homogeneous market. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1141-60.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-T&origin=repec
Econometrica,Generalized Ginis and Cooperative Bargaining Solutions,"['Charles Blackorby', 'Walter Bossert', 'David Donaldson']","1994, vol. 62, issue 5, 1161-78",[],"Abstract: This paper introduces and characterizes a new class of solutions to cooperative bargaining problems that can be rationalized by generalized Gini orderings defined on the agents' utility gains. Generalized Ginis are orderings that can be represented by quasi-concave, nondecreasing functions that are linear in rank-ordered subspaces of Euclidean space. In the case of three or more agents, the authors' characterization of (multivalued) generalized Gini bargaining solutions uses a linear invariance requirement in addition to some standard conditions. In the two-person case, the generalized Gini bargaining solutions can be characterized with a weakening of linear invariance. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1161-78.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-7&origin=repec
Econometrica,"Discrete and Continuous Choice, Max-Stable Processes, and Independence from Irrelevant Attributes",['John Dagsvik'],"1994, vol. 62, issue 5, 1179-1205",[],"Abstract: The generalized extreme value model was developed by D. McFadden for the case with discrete choice sets. The present paper extends this model to cases with both discrete and continuous choice sets and choice sets that are unobservable by the analyst. The author also proposes behavioral assumptions that justify random utility functions (processes) that have a max-stable structure, i.e., utility processes where the finite dimensional distributions are of the multivariate extreme value type. Finally, he derives nonparametrically testable implications for the choice probabilities in the continuous case. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1179-1205.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-D&origin=repec
Econometrica,The Large Sample Correspondence between Classical Hypothesis Tests and Bayesian Posterior Odds Tests,['Donald Andrews'],"1994, vol. 62, issue 5, 1207-32",[],"Abstract: This paper establishes a correspondence in large samples between classical hypothesis tests and Bayesian posterior odds tests for models without trends. More specifically, tests of point null hypotheses and one- or two-sided alternatives are considered (where nuisance parameters may be present under both hypotheses). It is shown that, for certain priors, the Bayesian posterior odds test is equivalent in large samples to classical Wald, Lagrange multiplier, and likelihood ratio tests for some significance level and vice versa. The priors considered under the alternative hypothesis are taken to shrink to the null hypothesis at rate n[superscript -1/2] as the sample size n increases. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1207-32.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-K&origin=repec
Econometrica,"Uncertain Lifetime, the Theory of the Consumer, and the Life Cycle Hypothesis",['Siu Leung'],"1994, vol. 62, issue 5, 1233-39",[],,https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a5_3ap_3a1233-39.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-9&origin=repec
Econometrica,Stationary Markov Equilibria,"['Duffie, Darrell, et al', 'Darrell Duffie']","1994, vol. 62, issue 4, 745-81",[],"Abstract: Conditions are established under which there are equilibria (in various settings) described by ergodic Markov processes with a Borel state space S. Let [Rho](S) denote the probability measures on S, and let s [approaching] G(s) [is a subset of] [Rho](S) be a (possibly empty-valued) correspondence with closed graph. A non-empty measurable set J [is a subset of] S is self-justified if G(s) [intersects] [Rho](J) is not empty for all s [an element of] J. A Time-Homogeneous Markov Equilibrium (THME) for G is a self-justified set J and a measurable selection II: J [approaching] [Rho] (J) from the restriction of G to J. The paper gives sufficient conditions for existence of compact self-justified sets, and applies the theorem: If G is convex-valued and has a compact self-justified set, then G has an THME with an ergodic measure. Coauthors are J. Geanakoplos, A. Mas-Colell, and A. McLennan. Copyright 1994 by The Econometric Society.",https://econpapers.repec.org/article/ecmemetrp/v_3a62_3ay_3a1994_3ai_3a4_3ap_3a745-81.htm,http://links.jstor.org/sici?sici=0012-9682%2819940 ... O%3B2-D&origin=repec
