affiliationid,,email,match_score,,Rank,name,univer_ins,decision,result
qui.qau.edu.pk,,qau.edu.pk,0.677777778,,113,"Quaid-i-Azam University, Islamabad",University of Maryland,,
qu.qu.edu.sa,,qu.edu.sa,0.645021645,,193,Qassim University,Maastricht University,,
ac.att.com,,att.com,0.643187831,,71,AT&T Corporation,University of Toronto,,
ru.rikkyo.ac.jp,,rikkyo.ac.jp,0.707142857,,308,Rikkyo University,Keio University,,
ruv.rmit.edu.vn,,rmit.edu.vn,0.7375,,182,"RMIT University, Vietnam",University of Virginia,,
uot.utoledo.edu,,utoledo.edu,0.867857143,,345,University of Toledo,University of Tokyo,,
uor.roehampton.ac.uk,,roehampton.ac.uk,0.840683761,,466,University of Roehampton,University of Southampton,,
su.shirazu.ac.ir,,shirazu.ac.ir,0.671957672,,310,Shiraz University,Tsinghua University,,
rru.royalroads.ca,,royalroads.ca,0.847619048,,544,Royal Roads University,Royal Holloway,,
tuos.tus.ac.jp,,tus.ac.jp,0.679365079,,345,Tokyo University of Science,University of Tokyo,,
ri.rti.org,,rti.org,0.702337858,,456,RTI International,Universität Konstanz,,
ru.ru.is,,ru.is,0.685185185,,407,Reykjavik University,Tel Aviv University,,
ru.ruc.dk,,ruc.dk,0.671957672,,219,Roskilde University,Purdue University,,
rumc.rush.edu,,rush.edu,0.699494949,,349,Rush University Medical Center,Banco Central de Chile,,
nuosati.nust.edu.pk,,nust.edu.pk,0.677777778,,113,"National University of Sciences and Technology, Islamabad",University of Maryland,,
uos.salford.ac.uk,,salford.ac.uk,0.822645503,,237,University of Salford,University of Colorado,,
uosd.sandiego.edu,,sandiego.edu,0.805675806,,534,University of San Diego,University of Reading,,
sau.sau.edu,,sau.edu,0.766025641,,330,St. Ambrose University,Simon Fraser University,,
saos.savba.sk,,savba.sk,0.682226399,,212,Slovak Academy of Sciences,Economic and Social Research Institute,,
sbu.sbu.ac.ir,,sbu.ac.ir,0.626851852,,114,Shahid Beheshti University,Aarhus Universitet,,
scch.scch.at,,scch.at,0.675303455,,548,Software Competence Center Hagenberg,Wageningen Universiteit en Researchcentrum,,
su.sch.ac.kr,,sch.ac.kr,0.698412698,,310,Soonchunhyang University,Tsinghua University,,
uos.scranton.edu,,scranton.edu,0.831111111,,54,University of Scranton,University of Southern California,,
su.scu.edu.cn,,scu.edu.cn,0.789021164,,310,Sichuan University,Tsinghua University,,
sei.sei-international.org,,sei-international.org,0.88085044,,190,Stockholm Environment Institute,Stockholms Universitet,,
su.sejong.ac.kr,,sejong.ac.kr,0.714285714,,465,Sejong University,Peking University,,
snuosat.seoultech.ac.kr,,seoultech.ac.kr,0.876923077,,320,Seoul National University of Science and Technology,Seoul National University,,
suc.seu.edu.cn,,seu.edu.cn,0.816666667,,9,"Southeast University, China",University of Chicago,,
sfsu.sfsu.edu,,sfsu.edu,0.705677656,,177,San Francisco State University,Arizona State University,,
su.shanghaitech.edu.cn,,shanghaitech.edu.cn,0.699664918,,536,ShanghaiTech University,Shanghai University of Finance and Economics,,
uos.sharjah.ac.ae,,sharjah.ac.ae,0.831481481,,533,University of Sharjah,University of South Africa,,
smu.shmtu.edu.cn,,shmtu.edu.cn,0.83375,,536,Shanghai Maritime University,Shanghai University of Finance and Economics,,
sou.shou.edu.cn,,shou.edu.cn,0.845595238,,536,Shanghai Ocean University,Shanghai University of Finance and Economics,,
shu.shu.ac.uk,,shu.ac.uk,0.782531194,,498,Sheffield Hallam University,University of Sheffield,,
su.shu.edu.cn,,shu.edu.cn,0.85625,,536,Shanghai University,Shanghai University of Finance and Economics,TRUE,536
sc.skidmore.edu,,skidmore.edu,0.805555556,,126,Skidmore College,Imperial College,,
slu.slu.edu,,slu.edu,0.76,,320,Saint Louis University,Seoul National University,,
suoas.slu.se,,slu.se,0.688620072,,90,Swedish University of Agricultural Sciences,Università Cattolica del Sacro Cuore,,
smu.smu.ca,,smu.ca,0.748717949,,330,Saint Mary's University,Simon Fraser University,,
smvdu.smvdu.ac.in,,smvdu.ac.in,0.674275362,,113,Shri Mata Vaishno Devi University,University of Maryland,,
snu.snu.edu.in,,snu.edu.in,0.70959596,,5,Shiv Nadar University,Harvard University,,
aosotcr.cas.cz,,cas.cz,0.659782706,,145,Academy of Sciences of the Czech Republic,Eidgenössische Technische Hochschule Zürich,,
nu.nagoya-u.ac.jp,,nagoya-u.ac.jp,0.69047619,,480,Nagoya University,Indiana University,,
ssu.sonoma.edu,,sonoma.edu,0.778632479,,211,Sonoma State University,Michigan State University,,
su.sophia.ac.jp,,sophia.ac.jp,0.68994709,,310,Sophia University,Tsinghua University,,
scsu.southernct.edu,,southernct.edu,0.849439571,,423,Southern Connecticut State University,Southern Methodist University,,
sc.spelman.edu,,spelman.edu,0.841773504,,126,Spelman College,Imperial College,,
squ.squ.edu.om,,squ.edu.om,0.706349206,,357,Sultan Qaboos University,Tulane University,,
iausarb.srbiau.ac.ir,,srbiau.ac.ir,0.701563959,,3,"Islamic Azad University, Science and Research Branch",National Bureau of Economic Research,,
src.sruc.ac.uk,,sruc.ac.uk,0.707049486,,83,Scotland’s Rural College,Dartmouth College,,
su.ssu.ac.kr,,ssu.ac.kr,0.68994709,,38,Soongsil University,Boston University,,
sfxu.stfx.ca,,stfx.ca,0.68715495,,330,St. Francis Xavier University,Simon Fraser University,,
scu.stkate.edu,,stkate.edu,0.672198172,,193,St. Catherine University,Maastricht University,,
uostm.stthomas.edu,,stthomas.edu,0.972727273,,164,"University of St. Thomas, Minnesota",University of Minnesota,,
xju.xjtu.edu.cn,,xjtu.edu.cn,0.682539683,,296,Xi'an Jiaotong University,Xiamen University,,
suc.suda.edu.cn,,suda.edu.cn,0.816666667,,9,"Soochow University, China",University of Chicago,,
su.sun.ac.za,,sun.ac.za,0.926739927,,518,Stellenbosch University,University of Stellenbosch,,
su.sunway.edu.my,,sunway.edu.my,0.68975469,,104,Sunway University,UNSW Sydney,,
supdsi.supsi.ch,,supsi.ch,0.82032967,,273,Scuola universitaria professionale della Svizzera italiana,Scuola Superiore Sant'Anna,,
su.susqu.edu,,susqu.edu,0.666666667,,310,Susquehanna University,Tsinghua University,,
susu.susu.ac.ru,,susu.ac.ru,0.76114082,,519,South Ural State University,Utah State University,,
sju.swjtu.edu.cn,,swjtu.edu.cn,0.699683236,,329,Southwest Jiaotong University,Southwestern University of Finance and Economics,,
su.szu.edu.cn,,szu.edu.cn,0.67003367,,26,Shenzhen University,Sciences Po,,
uot.tabrizu.ac.ir,,tabrizu.ac.ir,0.812121212,,96,University of Tabriz,University of Cambridge,,
tu.taibahu.edu.sa,,taibahu.edu.sa,0.745310245,,193,Taibah University,Maastricht University,,
taiu.tamiu.edu,,tamiu.edu,0.883333333,,141,Texas A&M International University,Texas A&M University,,
tauc.tamucc.edu,,tamucc.edu,0.88,,141,Texas A&M University-Corpus Christi,Texas A&M University,,
tapmim.tapmi.edu.in,,tapmi.edu.in,0.680555556,,278,"T A Pai Management Institute, Manipal",HEC Montréal,,
taruc.tarc.edu.my,,tarc.edu.my,0.711640212,,484,Tunku Abdul Rahman University College,Auckland University of Technology,,
cbotrot.tcmb.gov.tr,,tcmb.gov.tr,0.866199813,,386,Central Bank of the Republic of Turkey,Central Bank of Ireland,,
tu.tees.ac.uk,,tees.ac.uk,0.648148148,,231,Teesside University,Queen's University,,
tpu.tjpu.edu.cn,,tjpu.edu.cn,0.721717172,,457,Tianjin Polytechnic University,Nanyang Technological University,,
tu.tju.edu.cn,,tju.edu.cn,0.777777778,,480,Tianjin University,Indiana University,,
tmu.tmu.ac.jp,,tmu.ac.jp,0.670615285,,147,Tokyo Metropolitan University,Stockholm School of Economics,,
tu.tohoku.ac.jp,,tohoku.ac.jp,0.677489177,,190,Tohoku University,Stockholms Universitet,,
tu.trentu.ca,,trentu.ca,0.711111111,,20,Trent University,Princeton University,,
tc.trincoll.edu,,trincoll.edu,0.936363636,,288,Trinity College,Trinity College Dublin,TRUE,288
tu.trinity.edu,,trinity.edu,0.872727273,,288,Trinity University,Trinity College Dublin,TRUE,288
tru.tru.ca,,tru.ca,0.731410256,,330,Thompson Rivers University,Simon Fraser University,,
tu.tokai-u.jp,,tokai-u.jp,0.738888889,,308,Tokai University,Keio University,,
huot.tuhh.de,,tuhh.de,0.754761905,,484,Hamburg University of Technology,Auckland University of Technology,,
tuok.tuke.sk,,tuke.sk,0.685666186,,349,Technical University of Kosice,Banco Central de Chile,,
uop.up.ac.za,,up.ac.za,1,,128,University of Pretoria,University of Pretoria,TRUE,128
tu.tuskegee.edu,,tuskegee.edu,0.762962963,,287,Tuskegee University,Tufts University,,
tuot.tut.ac.za,,tut.ac.za,0.799206349,,484,Tshwane University of Technology,Auckland University of Technology,,
tsu.txstate.edu,,txstate.edu,0.893333333,,141,Texas State University,Texas A&M University,,
uot.tsukuba.ac.jp,,tsukuba.ac.jp,0.671957672,,345,University of Tsukuba,University of Tokyo,,
uoa.ua.pt,,ua.pt,0.831601732,,506,University of Aveiro,University of Liverpool,,
uaeu.uaeu.ac.ae,,uaeu.ac.ae,0.843722944,,436,United Arab Emirates University,United Nations,,
aicuoi.uaic.ro,,uaic.ro,0.693504854,,346,Alexandru Ioan Cuza University of Iasi,Central University of Finance and Economics,,
uoa.uakron.edu,,uakron.edu,0.826031746,,202,University of Akron,University of York,,
uoaalr.ualr.edu,,ualr.edu,0.685380117,,305,University of Arkansas at Little Rock,University of Western Australia,,
bu.ubishops.ca,,ubishops.ca,0.62962963,,229,Bishop's University,University of Bristol,,
uocc.ucc.edu.gh,,ucc.edu.gh,0.891414141,,487,University of Cape Coast,University of Cape Town,,
uom.ac.me,,ac.me,0.815277778,,302,University of Montenegro,University of Manchester,,
uocl.uclan.ac.uk,,uclan.ac.uk,0.773634085,,305,University of Central Lancashire,University of Western Australia,,
uoco.uco.edu,,uco.edu,0.783703704,,69,University of Central Oklahoma,University of Notre Dame,,
uocp.ucp.edu.pk,,ucp.edu.pk,0.772222222,,388,University of Central Punjab,University of Kent,,
ucr.ucr.nl,,ucr.nl,0.876666667,,31,University College Roosevelt,University College London,,
uocsf.ucsf.edu,,ucsf.edu,0.732752031,,166,"University of California, San Francisco",University of California-Santa Cruz,,
uoct.uct.ac.za,,uct.ac.za,1,,487,University of Cape Town,University of Cape Town,TRUE,487
uod.ud.ac.ae,,ud.ac.ae,0.796825397,,462,University of Dubai,University of Utah,,
uotdoc.udc.edu,,udc.edu,0.876034858,,87,University of the District of Columbia,University of British Columbia,,
udd.udd.cl,,udd.cl,0.907967033,,453,Universidad del Desarrollo,Universidad de los Andes,,
udg.udg.edu,,udg.edu,0.918233083,,135,Universitat de Girona,Universitat de Barcelona,,
ufdsg.uds.edu.gh,,uds.edu.gh,0.688888889,,182,"University for Development Studies, Ghana",University of Virginia,,
uewp.ue.poznan.pl,,ue.poznan.pl,0.831016043,,144,Uniwersytet Ekonomiczny w Poznaniu,Uniwersytet Warszawski,,
uoef.uef.fi,,uef.fi,0.820915033,,276,University of Eastern Finland,University of Western Ontario,,
uewk.uek.krakow.pl,,uek.krakow.pl,0.852913031,,144,Uniwersytet Ekonomiczny w Krakowie,Uniwersytet Warszawski,,
uoesatoc.uestc.edu.cn,,uestc.edu.cn,0.682585295,,329,University of Electronic Science and Technology of China,Southwestern University of Finance and Economics,,
udg.ugto.mx,,ugto.mx,0.913913043,,209,Universidad de Guanajuato,Universidad de Zaragoza,,
hu.uhasselt.be,,uhasselt.be,0.693181818,,124,Hasselt University,Vanderbilt University,,
uoi.ui.edu.ng,,ui.edu.ng,0.782222222,,113,University of Ibadan,University of Maryland,,
udlib.uib.es,,uib.es,0.877678571,,135,Universitat de les Illes Balears,Universitat de Barcelona,,
uidc.uic.es,,uic.es,0.87793669,,135,Universitat Internacional de Catalunya,Universitat de Barcelona,,
uoi.uidaho.edu,,uidaho.edu,0.828571429,,9,University of Idaho,University of Chicago,,
uot.uit.no,,uit.no,0.694444444,,69,University of Tromsø,University of Notre Dame,,
utm.uitm.edu.my,,uitm.edu.my,0.886666667,,111,Universiti Teknologi MARA,Universiteit van Tilburg,,
uoj.uj.ac.za,,uj.ac.za,0.76969697,,293,University of Johannesburg,University of Rochester,,
ju.uj.edu.pl,,uj.edu.pl,0.66474359,,360,Jagiellonian University,Carnegie Mellon University,,
ukm.ukm.my,,ukm.my,0.85030303,,186,Universiti Kebangsaan Malaysia,Université de Lausanne,,
uol.ulg.ac.be,,ulg.ac.be,0.833766234,,506,University of Liège,University of Liverpool,,
udll.ull.edu.es,,ull.edu.es,0.923550725,,209,Universidad de La Laguna,Universidad de Zaragoza,,
udlpdgc.ulpgc.es,,ulpgc.es,0.886470484,,453,Universidad de Las Palmas de Gran Canaria,Universidad de los Andes,,
uom.um.edu.mt,,um.edu.mt,0.891428571,,113,University of Malta,University of Maryland,,
uom.um.edu.my,,um.edu.my,0.886428571,,113,University of Malaya,University of Maryland,,
uom.umac.mo,,umac.mo,0.842857143,,113,University of Macau,University of Maryland,,
uom.umanitoba.ca,,umanitoba.ca,0.831363636,,164,University of Manitoba,University of Minnesota,,
mbu.umb.sk,,umb.sk,0.685185185,,449,Matej Bel University,McMaster University,,
ump.ump.edu.my,,ump.edu.my,0.861649944,,203,Universiti Malaysia Pahang,Université Paris-Saclay,,
ums.ums.edu.my,,ums.edu.my,0.862420168,,343,Universiti Malaysia Sabah,Universität Basel,,
umt.umt.edu.my,,umt.edu.my,0.875151515,,186,Universiti Malaysia Terengganu,Université de Lausanne,,
uomatp.umt.edu.pk,,umt.edu.pk,0.703703704,,165,"University of Management and Technology, Pakistan",HEC Paris,,
uom.umz.ac.ir,,umz.ac.ir,0.843333333,,113,University of Mazandaran,University of Maryland,,
udn.unav.es,,unav.es,0.927418348,,209,Universidad de Navarra,Universidad de Zaragoza,,
undp.undp.org,,undp.org,0.877777778,,436,United Nations Development Programme,United Nations,,
uonea.une.edu.au,,une.edu.au,0.783333333,,99,"University of New England, Australia",Australian National University,,
ude.unex.es,,unex.es,0.88762753,,471,Universidad de Extremadura,Universidad de San Andrés,,
uod.uni-due.de,,uni-due.de,0.760606061,,472,University of Duisburg-Essen,University of Edinburgh,,
uoe.uni-erfurt.de,,uni-erfurt.de,0.781481481,,416,University of Erfurt,University of Alberta,,
fsuj.uni-jena.de,,uni-jena.de,0.660600255,,92,Friedrich Schiller University Jena,Federal Reserve Bank of Chicago,,
uok.uni-kassel.de,,uni-kassel.de,0.823809524,,241,University of Kassel,University of Essex,,
uoo.uni-oldenburg.de,,uni-oldenburg.de,0.873400673,,472,University of Oldenburg,University of Edinburgh,,
uop.uni-passau.de,,uni-passau.de,0.825,,286,University of Passau,University of Piraeus,,
uop.uni-potsdam.de,,uni-potsdam.de,0.82962963,,69,University of Potsdam,University of Notre Dame,,
uor.uni-rostock.de,,uni-rostock.de,0.854256854,,293,University of Rostock,University of Rochester,,
uot.uni-trier.de,,uni-trier.de,0.843809524,,128,University of Trier,University of Pretoria,,
uu.uni-ulm.de,,uni-ulm.de,0.66025641,,282,Ulm University,Suomen Pankki,,
uol.uni.li,,uni.li,0.826666667,,535,University of Liechtenstein,University of Leeds,,
suoain.uniag.sk,,uniag.sk,0.680929843,,386,Slovak University of Agriculture in Nitra,Central Bank of Ireland,,
uocasl.unicas.it,,unicas.it,0.776608187,,54,University of Cassino and Southern Lazio,University of Southern California,,
u.unicef.org,,unicef.org,0.677777778,,234,UNICEF,Università Ca' Foscari Venezia,,
uod.unidu.hr,,unidu.hr,0.767965368,,472,University of Dubrovnik,University of Edinburgh,,
uof.unife.it,,unife.it,0.772319688,,305,University of Ferrara,University of Western Australia,,
uof.unifg.it,,unifg.it,0.869312169,,220,University of Foggia,University of Georgia,,
ukl.unikl.edu.my,,unikl.edu.my,0.882551487,,375,Universiti Kuala Lumpur,Universitat Jaume I,,
uom.unime.it,,unime.it,0.852104377,,164,University of Messina,University of Minnesota,,
uop.unipa.it,,unipa.it,0.822222222,,416,University of Palermo,University of Alberta,,
uop.unipr.it,,unipr.it,0.816666667,,128,University of Parma,University of Pretoria,,
"uor""i.uniroma4.it",,uniroma4.it,0.761693122,,128,"University of Rome ""Foro Italico""",University of Pretoria,,
uos.unisa.it,,unisa.it,0.822222222,,416,University of Salerno,University of Alberta,,
uniosat.unist.ac.kr,,unist.ac.kr,0.754208754,,34,Ulsan National Institute of Science and Technology,International Food Policy Research Institute,,
tuob.unitbv.ro,,unitbv.ro,0.703476262,,246,Transilvania University of Brasov,University of California-Santa Barbara,,
utn.uniten.edu.my,,uniten.edu.my,0.868764569,,186,Universiti Tenaga Nasional,Université de Lausanne,,
uot.units.it,,units.it,0.843771044,,293,University of Trieste,University of Rochester,,
uou.uniud.it,,uniud.it,0.823809524,,163,University of Udine,University of Sydney,,
rdlhuf.保存,,保存,0.685057953,,361,Revue de linguistique-Brill http://fdl. univ-lemans. fr,Università degli Studi Roma Tre,,
uoz.unza.zm,,unza.zm,0.812121212,,96,University of Zambia,University of Cambridge,,
uob.uob.edu.bh,,uob.edu.bh,0.837962963,,279,University of Bahrain,University of Birmingham,,
uob.uob.edu.ly,,uob.edu.ly,0.817222222,,279,University of Benghazi,University of Birmingham,,
uoc.uoc.gr,,uoc.gr,0.864935065,,293,University of Crete,University of Rochester,,
uok.uok.ac.ir,,uok.ac.ir,0.78989899,,229,University of Kurdistan,University of Bristol,,
uok.uok.edu.pk,,uok.edu.pk,0.777777778,,77,University of Karachi,University of Warwick,,
uom.uom.gr,,uom.gr,0.838701299,,113,University of Macedonia,University of Maryland,,
uon.uonbi.ac.ke,,uonbi.ac.ke,0.791534392,,279,University of Nairobi,University of Birmingham,,
uos.uos.ac.kr,,uos.ac.kr,0.811111111,,54,University of Seoul,University of Southern California,,
uotp.upd.edu.ph,,upd.edu.ph,0.65480859,,54,University of the Philippines,University of Southern California,,
upwp.up.poznan.pl,,up.poznan.pl,0.8281589,,144,Uniwersytet Przyrodniczy w Poznaniu,Uniwersytet Warszawski,,
puoc.upc.edu,,upc.edu,0.65868618,,329,Polytechnic University of Catalonia,Southwestern University of Finance and Economics,,
cuop.upc.edu.cn,,upc.edu.cn,0.692810458,,348,China University of Petroleum,Banco de Portugal,,
uopei.upei.ca,,upei.ca,0.695830485,,305,University of Prince Edward Island,University of Western Australia,,
uop.upesh.edu.pk,,upesh.edu.pk,0.84,,55,University of Peshawar,University of Pennsylvania,,
upt.upt.ro,,upt.ro,0.874285714,,172,Universitatea Politehnica Timisoara,Universitetet i Oslo,,
puov.upv.es,,upv.es,0.672348485,,349,Polytechnic University of Valencia,Banco Central de Chile,,
uau.uqu.edu.sa,,uqu.edu.sa,0.657407407,,416,Umm Al-Qura University,University of Alberta,,
uriv.urv.cat,,urv.cat,0.851942356,,111,Universitat Rovira i Virgili,Universiteit van Tilburg,,
uafrl.af.mil,,af.mil,0.692181373,,3,US Air Force Research Laboratory,National Bureau of Economic Research,,
uos.usask.ca,,usask.ca,0.698412698,,192,University of Saskatchewan,University of Waikato,,
uotsc.usc.edu.au,,usc.edu.au,0.802575758,,65,University of the Sunshine Coast,University of Texas-Austin,,
uoscu.uscupstate.edu,,uscupstate.edu,0.863278388,,533,University of South Carolina Upstate,University of South Africa,,
usm.usm.my,,usm.my,0.878299517,,203,Universiti Sains Malaysia,Université Paris-Saclay,,
uotsp.usp.ac.fj,,usp.ac.fj,0.774770259,,533,University of the South Pacific,University of South Africa,,
uosq.usq.edu.au,,usq.edu.au,0.852380952,,54,University of Southern Queensland,University of Southern California,,
uosatb.ustb.edu.cn,,ustb.edu.cn,0.688620072,,213,University of Science and Technology Beijing,Athens University of Economics and Business,,
uosathb.usthb.dz,,usthb.dz,0.699536897,,425,University of Science and Technology Houari Boumediene,National Research University Higher School of Economics,,
knuot.ut.ac.kr,,ut.ac.kr,0.739386957,,34,Korea National University of Transportation,International Food Policy Research Institute,,
utar.utar.edu.my,,utar.edu.my,0.868315185,,111,Universiti Tunku Abdul Rahman,Universiteit van Tilburg,,
uot.utas.edu.au,,utas.edu.au,0.824166667,,65,University of Tasmania,University of Texas-Austin,,
uotaep.utep.edu,,utep.edu,0.833968254,,65,University of Texas at El Paso,University of Texas-Austin,,
utm.utm.my,,utm.my,0.863122605,,225,Universiti Teknologi Malaysia,Université de Lyon,,
uotrgv.utrgv.edu,,utrgv.edu,0.680793651,,90,University of Texas Rio Grande Valley,Università Cattolica del Sacro Cuore,,
uotsmc.utsouthwestern.edu,,utsouthwestern.edu,0.704673721,,329,University of Texas Southwestern Medical Center,Southwestern University of Finance and Economics,,
uot.utu.fi,,utu.fi,0.8,,345,University of Turku,University of Tokyo,,
uum.uum.edu.my,,uum.edu.my,0.879653251,,375,Universiti Utara Malaysia,Universitat Jaume I,,
uov.uva.fi,,uva.fi,0.767965368,,45,University of Vaasa,University of California-San Diego,,
uotwoe.uwe.ac.uk,,uwe.ac.uk,0.802573099,,157,University of the West of England,University of Queensland,,
uotwi.uwi.edu,,uwi.edu,0.673796791,,276,University of the West Indies,University of Western Ontario,,
uow.uwindsor.ca,,uwindsor.ca,0.817592593,,408,University of Windsor,University of Washington,,
uow.uwinnipeg.ca,,uwinnipeg.ca,0.79,,408,University of Winnipeg,University of Washington,,
uowl.uwl.ac.uk,,uwl.ac.uk,0.862278898,,276,University of West London,University of Western Ontario,,
uowc.uwlax.edu,,uwlax.edu,0.887418546,,151,University of Wisconsin-La Crosse,University of Wisconsin-Madison,,
uowf.uwrf.edu,,uwrf.edu,0.874996186,,151,University of Wisconsin-River Falls,University of Wisconsin-Madison,,
uotwos.uws.ac.uk,,uws.ac.uk,0.786666667,,157,University of the West of Scotland,University of Queensland,,
uows.uws.edu.au,,uws.edu.au,0.866911765,,276,University of Western Sydney,University of Western Ontario,,
uow.uww.edu,,uww.edu,0.860355434,,151,University of Wisconsin-Whitewater,University of Wisconsin-Madison,,
vsu.valdosta.edu,,valdosta.edu,0.711868687,,264,Valdosta State University,Ohio State University,,
v.visva-bharati.ac.in,,visva-bharati.ac.in,0.631868132,,533,Visva-Bharati,University of South Africa,,
vbs.vlerick.com,,vlerick.com,0.80584311,,396,Vlerick Business School,SKEMA Business School,,
uoep.vse.cz,,vse.cz,0.807142857,,286,"University of Economics, Prague",University of Piraeus,,
vub.vub.ac.be,,vub.ac.be,0.917282717,,103,Vrije Universiteit Brussel,Vrije Universiteit Amsterdam,,
wat.wat.edu.pl,,wat.edu.pl,0.642207792,,523,Wojskowa Akademia Techniczna,Frankfurt School of Finance and Management,,
wsu.weber.edu,,weber.edu,0.73989899,,264,Weber State University,Ohio State University,,
whoi.whoi.edu,,whoi.edu,0.706812529,,212,Woods Hole Oceanographic Institution,Economic and Social Research Institute,,
uotw.wits.ac.za,,wits.ac.za,0.770993094,,276,University of the Witwatersrand,University of Western Ontario,,
cuot.tu-chemnitz.de,,tu-chemnitz.de,0.787301587,,484,Chemnitz University of Technology,Auckland University of Technology,,
uoa.uni-augsburg.de,,uni-augsburg.de,0.772121212,,96,University of Augsburg,University of Cambridge,,
mh.uni-halle.de,,uni-halle.de,0.655770609,,435,Martin-Luther-University Halle-Wittenberg,Universitetet i Stavanger,,
uor.uni-regensburg.de,,uni-regensburg.de,0.8,,363,University of Regensburg,University of Oregon,,
uow.wlv.ac.uk,,wlv.ac.uk,0.84957265,,466,University of Wolverhampton,University of Southampton,,
wpi.wpi.edu,,wpi.edu,0.715577433,,34,Worcester Polytechnic Institute,International Food Policy Research Institute,,
wpu.wpunj.edu,,wpunj.edu,0.830548128,,371,William Paterson University,Williams College,,
wsu.wright.edu,,wright.edu,0.7997928,,519,Wright State University,Utah State University,,
sfiff.wsl.ch,,wsl.ch,0.834876834,,353,Swiss Federal Institute for Forest,Swiss Finance Institute,,
wtau.wtamu.edu,,wtamu.edu,0.722222222,,141,West Texas A&M University,Texas A&M University,,
wu.wzu.edu.cn,,wzu.edu.cn,0.660185185,,50,Wenzhou University,New York University,,
xju.xjtlu.edu.cn,,xjtlu.edu.cn,0.676666667,,320,Xi'an Jiaotong-Liverpool University,Seoul National University,,
yu.yeditepe.edu.tr,,yeditepe.edu.tr,0.6,,172,Yeditepe University,Universitetet i Oslo,,
ytu.yildiz.edu.tr,,yildiz.edu.tr,0.650015562,,458,Yildiz Technical University,West Virginia University,,
yu.ynu.ac.kr,,ynu.ac.kr,0.671957672,,465,Yeungnam University,Peking University,,
ysu.ysu.edu,,ysu.edu,0.745494157,,519,Youngstown State University,Utah State University,,
yu.yu.edu.jo,,yu.edu.jo,0.8275,,441,Yarmouk University,York University,,
nyuosat.yuntech.edu.tw,,yuntech.edu.tw,0.829095023,,3,National Yunlin University of Science and Technology,National Bureau of Economic Research,,
auosat.agh.edu.pl,,agh.edu.pl,0.75,,484,AGH University of Science and Technology,Auckland University of Technology,,
znu.zjnu.cn,,zjnu.cn,0.675595238,,465,Zhejiang Normal University,Peking University,,
zsu.zstu.edu.cn,,zstu.edu.cn,0.711111111,,211,Zhejiang Sci-Tech University,Michigan State University,,
zu.zu.ac.ae,,zu.ac.ae,0.746031746,,522,Zayed University,Waseda University,,
agi.analysisgroup.com,,analysisgroup.com,0.683333333,,20,"Analysis Group, Inc",Princeton University,,
faera.gsi.gov.uk,,gsi.gov.uk,0.734954023,,92,Food and Environment Research Agency,Federal Reserve Bank of Chicago,,
ki.ki.se,,ki.se,0.799206349,,333,Karolinska Institute,Brookings Institution,,
aaos.oeaw.ac.at,,oeaw.ac.at,0.689353947,,453,Austrian Academy of Sciences,Universidad de los Andes,,
uos.sbg.ac.at,,sbg.ac.at,0.808888889,,159,University of Salzburg,University of Pittsburgh,,
who.who.int,,who.int,0.687777778,,2,World Health Organization,World Bank Group,,
uolv.laverne.edu,,laverne.edu,0.800606061,,506,University of La Verne,University of Liverpool,,
nsu.nova.edu,,nova.edu,0.735690236,,338,Nova Southeastern University,Iowa State University,,
tki.telethonkids.org.au,,telethonkids.org.au,0.702771421,,415,Telethon Kids Institute,European University Institute,,
ic.ibm.com,,ibm.com,0.688888889,,71,IBM Corporation,University of Toronto,,
ktu.kbtu.kz,,kbtu.kz,0.66969697,,193,Kazakh-British Technical University,Maastricht University,,
gmu.macewan.ca,,macewan.ca,0.687271062,,253,Grant MacEwan University,George Mason University,,
ioapcaos.iap.ac.cn,,iap.ac.cn,0.697876198,,329,"Institute of Atmospheric Physics, Chinese Academy of Sciences",Southwestern University of Finance and Economics,,
sbuoms.sbmu.ac.ir,,sbmu.ac.ir,0.701691967,,213,Shahid Beheshti University of Medical Sciences,Athens University of Economics and Business,,
au.alexu.edu.eg,,alexu.edu.eg,0.70995671,,124,Alexandria University,Vanderbilt University,,
cu.chiba-u.jp,,chiba-u.jp,0.777777778,,448,Chiba University,Chapman University,,
cnu.jnu.ac.kr,,jnu.ac.kr,0.743612597,,457,Chonnam National University,Nanyang Technological University,,
hu.hokudai.ac.jp,,hokudai.ac.jp,0.648148148,,5,Hokkaido University,Harvard University,,
eu.epoka.edu.al,,epoka.edu.al,0.7,,308,Epoka University,Keio University,,
isu.indstate.edu,,indstate.edu,0.914285714,,480,Indiana State University,Indiana University,,
mau.mta.ca,,mta.ca,0.774603175,,320,Mount Allison University,Seoul National University,,
u.unesco.org,,unesco.org,0.79047619,,421,UNESCO,Université Clermont Auvergne,,
wu.willamette.edu,,willamette.edu,0.853914141,,371,Willamette University,Williams College,,
a.accenture.com,,accenture.com,0.709175084,,349,Accenture,Banco Central de Chile,,
embl.embl.de,,embl.de,0.842031948,,6,European Molecular Biology Laboratory,European Central Bank,,
lu.lindenwood.edu,,lindenwood.edu,0.693181818,,480,Lindenwood University,Indiana University,,
nscer.nscr.nl,,nscr.nl,0.71933676,,247,Nederlands Studiecentrum Criminaliteit en Rechtshandhaving,Wiener Institut für Internationale Wirtschaftsvergleiche,,
