authorid,articleid
iZYwI3kAAAAJ,10.1093/rfs/hhab060
AgQr3wEAAAAJ,10.1093/rfs/hhab060
tHjaldUAAAAJ,10.1093/rfs/hhab052
XdjDSBMAAAAJ,10.1093/rfs/hhab052
1_W1qE4AAAAJ,10.1093/rfs/hhab034
s3bu-yAAAAAJ,10.1093/rfs/hhab034
3tuCEPoAAAAJ,10.1093/rfs/hhab024
loXqXPQAAAAJ,10.1093/rfs/hhab024
WUoGJWoAAAAJ,10.1093/rfs/hhab024
OXexNjsAAAAJ,10.1093/rfs/hhab056
IQMCGGAAAAAJ,10.1093/rfs/hhab030
w1X52ewAAAAJ,10.1093/rfs/hhab018
c7-Rqu8AAAAJ,10.1093/rfs/hhab018
9nDqa0EAAAAJ,10.1093/rfs/hhab018
cV4EIxkAAAAJ,10.1093/rfs/hhab061
OjxEqnQAAAAJ,10.1093/rfs/hhab055
o7EhO8sAAAAJ,10.1093/rfs/hhab055
zEmj-_kAAAAJ,10.1093/rfs/hhab078
mQicEjMAAAAJ,10.1093/rfs/hhab078
2zRv64wAAAAJ,10.1093/rfs/hhab067
Y60ymVAAAAAJ,10.1093/rfs/hhab067
oysAu6wAAAAJ,10.1093/rfs/hhab067
uc-IU58AAAAJ,10.1093/rfs/hhab067
TDK3ejkAAAAJ,10.1093/rfs/hhab051
4G4cjz8AAAAJ,10.1093/rfs/hhab053
EkHAGqIAAAAJ,10.1093/rfs/hhab053
xv1zS9sAAAAJ,10.1093/rfs/hhab071
NQjvPHAAAAAJ,10.1093/rfs/hhab071
GJ_LZ4sAAAAJ,10.1093/rfs/hhab071
I7Du7zIAAAAJ,10.1093/rfs/hhab041
9bp2058AAAAJ,10.1093/rfs/hhab041
xB6K0E4AAAAJ,10.1093/rfs/hhab049
lA-hq_EAAAAJ,10.1093/rfs/hhab049
oDSGRc0AAAAJ,10.1093/rfs/hhab054
s_-JdTQAAAAJ,10.1093/rfs/hhab054
IH8Fc2MAAAAJ,10.1093/rfs/hhab058
_j-CAPwAAAAJ,10.1093/rfs/hhab058
6iFHPbMAAAAJ,10.1093/rfs/hhab072
f21xm2wAAAAJ,10.1093/rfs/hhab072
du3q9RwAAAAJ,10.1093/rfs/hhab072
n6cmHMEAAAAJ,10.1093/rfs/hhab066
696tNSgAAAAJ,10.1093/rfs/hhab066
UTWwGKoAAAAJ,10.1093/rfs/hhab066
GWvpJ40AAAAJ,10.1093/rfs/hhab074
dd-5oP4AAAAJ,10.1093/rfs/hhab074
I5HYnkwAAAAJ,10.1093/rfs/hhab064
xvsgTskAAAAJ,10.1093/rfs/hhab064
EaOUn2YAAAAJ,10.1093/rfs/hhab075
X6FrS-EAAAAJ,10.1093/rfs/hhab075
rkiQmccAAAAJ,10.1093/rfs/hhab075
Zfypa8cAAAAJ,10.1093/rfs/hhab039
hTjajeAAAAAJ,10.1093/rfs/hhab039
gUIcbHgAAAAJ,10.1093/rfs/hhab059
LzCAT28AAAAJ,10.1093/rfs/hhab059
h9gmVPoAAAAJ,10.1093/rfs/hhab059
TH4Pg_QAAAAJ,10.1093/rfs/hhab068
OHVYjwkAAAAJ,10.1093/rfs/hhab068
7CvXMyAAAAAJ,10.1093/rfs/hhab081
3gTnudIAAAAJ,10.1093/rfs/hhab081
teYU5a0AAAAJ,10.1093/rfs/hhab081
gWZ-_HgAAAAJ,10.1093/rfs/hhab081
eNSYT3oAAAAJ,10.1093/rfs/hhab070
NBLXb8UAAAAJ,10.1093/rfs/hhab070
4D_V_kkAAAAJ,10.1093/rfs/hhab073
P8EMNvkAAAAJ,10.1093/rfs/hhab073
9wCeEwgAAAAJ,10.1093/rfs/hhab083
6Xd6Du0AAAAJ,10.1093/rfs/hhab083
i4pS5EwAAAAJ,10.1093/rfs/hhab083
RqpHcGgAAAAJ,10.1093/rfs/hhab098
SzysZ4AAAAAJ,10.1093/rfs/hhab098
WhlB_GMAAAAJ,10.1093/rfs/hhab101
z9jYkX0AAAAJ,10.1093/rfs/hhab101
FJHJ0U4AAAAJ,10.1093/rfs/hhab094
wtsos04AAAAJ,10.1093/rfs/hhab092
qE1_fccAAAAJ,10.1093/rfs/hhab092
rF3zNEMAAAAJ,10.1093/rfs/hhab092
uTM9dGkAAAAJ,10.1093/rfs/hhab079
sufcdEEAAAAJ,10.1093/rfs/hhab079
WhlB_GMAAAAJ,10.1093/rfs/hhab095
Cj3harMAAAAJ,10.1093/rfs/hhab095
4FX0n84AAAAJ,10.1093/rfs/hhab095
UfPZX8wAAAAJ,10.1093/rfs/hhab096
CT3d01UAAAAJ,10.1093/rfs/hhab096
H-PgNGgAAAAJ,10.1093/rfs/hhab096
DM5NbVMAAAAJ,10.1093/rfs/hhab090
4G4cjz8AAAAJ,10.1093/rfs/hhab090
9MrGDvkAAAAJ,10.1093/rfs/hhab090
-i2KYoQAAAAJ,10.1093/rfs/hhab080
cIDcoFIAAAAJ,10.1093/rfs/hhab080
ezqpmAQAAAAJ,10.1093/rfs/hhab086
DndEr1sAAAAJ,10.1093/rfs/hhab086
KcXk_mcAAAAJ,10.1093/rfs/hhab077
9oQ5exAAAAAJ,10.1093/rfs/hhab077
z7VCbL0AAAAJ,10.1093/rfs/hhab089
ddu-pg0AAAAJ,10.1093/rfs/hhab089
1eX-pScAAAAJ,10.1093/rfs/hhab089
MdAhDIwAAAAJ,10.1093/rfs/hhab091
5pbtP2IAAAAJ,10.1093/rfs/hhab091
8syQapsAAAAJ,10.1093/rfs/hhab087
JjLARtAAAAAJ,10.1093/rfs/hhab087
YI1fwxcAAAAJ,10.1093/rfs/hhab087
D0YBuVQAAAAJ,10.1093/rfs/hhab088
KSknHjcAAAAJ,10.1093/rfs/hhab088
DOYAEUcAAAAJ,10.1093/rfs/hhab088
OtcsoxIAAAAJ,10.1093/rfs/hhab109
qxdnAEsAAAAJ,10.1093/rfs/hhab109
qtkzRE8AAAAJ,10.1093/rfs/hhab113
UUUsthIAAAAJ,10.1093/rfs/hhab082
7CvXMyAAAAAJ,10.1093/rfs/hhab104
3gTnudIAAAAJ,10.1093/rfs/hhab104
teYU5a0AAAAJ,10.1093/rfs/hhab104
gWZ-_HgAAAAJ,10.1093/rfs/hhab104
7CvXMyAAAAAJ,10.1093/rfs/hhab104
3gTnudIAAAAJ,10.1093/rfs/hhab104
teYU5a0AAAAJ,10.1093/rfs/hhab104
gWZ-_HgAAAAJ,10.1093/rfs/hhab104
OP0G9lYAAAAJ,10.1093/rfs/hhab111
4S-fySgAAAAJ,10.1093/rfs/hhab111
3CYnWCEAAAAJ,10.1093/rfs/hhab111
D3oyNxEAAAAJ,10.1093/rfs/hhab111
4ZvIfUMAAAAJ,10.1093/rfs/hhab097
t966tjcAAAAJ,10.1093/rfs/hhab097
mJF87gYAAAAJ,10.1093/rfs/hhab084
fLDBx0YAAAAJ,10.1093/rfs/hhab084
ngWuE0gAAAAJ,10.1093/rfs/hhab108
kv0p_6QAAAAJ,10.1093/rfs/hhab108
TPk7oIIAAAAJ,10.1093/rfs/hhab118
myLUzqcAAAAJ,10.1093/rfs/hhab118
Tb6hnVoAAAAJ,10.1093/rfs/hhab118
722OkgYAAAAJ,10.1093/rfs/hhab125
GfZPNbAAAAAJ,10.1093/rfs/hhab125
FHK2LKsAAAAJ,10.1093/rfs/hhab103
0Kk8UkkAAAAJ,10.1093/rfs/hhab103
lRQCmqgAAAAJ,10.1093/rfs/hhab103
bBGftBAAAAAJ,10.1093/rfs/hhab117
qy78iyAAAAAJ,10.1093/rfs/hhab117
05JzUqUAAAAJ,10.1093/rfs/hhab107
X0jbniwAAAAJ,10.1093/rfs/hhab107
5lF-YiMAAAAJ,10.1093/rfs/hhab106
hsjEEZIAAAAJ,10.1093/rfs/hhab106
opu4fisAAAAJ,10.1093/rfs/hhab131
vPoIe3QAAAAJ,10.1093/rfs/hhab110
rBuS2L4AAAAJ,10.1093/rfs/hhab110
zR8D0UoAAAAJ,10.1093/rfs/hhab110
-lRTqaEAAAAJ,10.1093/rfs/hhab127
1rOdl-EAAAAJ,10.1093/rfs/hhab127
R-tms2UAAAAJ,10.1093/rfs/hhab127
ATuUmYsAAAAJ,10.1093/rfs/hhab120
zm5czeoAAAAJ,10.1093/rfs/hhab120
VZK-A8IAAAAJ,10.1093/rfs/hhab120
sYN5D_EAAAAJ,10.1093/rfs/hhab099
VKGaIckAAAAJ,10.1093/rfs/hhab099
dXMtVbAAAAAJ,10.1093/rfs/hhab126
4N9pRgQAAAAJ,10.1093/rfs/hhab126
JmSGeTQAAAAJ,10.1093/rfs/hhab123
iIa9D0kAAAAJ,10.1093/rfs/hhab115
yRkPUsMAAAAJ,10.1093/rfs/hhab115
o7NswrkAAAAJ,10.1093/rfs/hhab122
o6s6s9MAAAAJ,10.1093/rfs/hhab122
dkDw4zEAAAAJ,10.1093/rfs/hhab124
lfkXE9kAAAAJ,10.1093/rfs/hhab124
HEhPWoMAAAAJ,10.1093/rfs/hhab119
rErtoAIAAAAJ,10.1093/rfs/hhab119
I6YG9yQAAAAJ,10.1093/rfs/hhab119
zyEQFboAAAAJ,10.1093/rfs/hhab135
W1gU-EsAAAAJ,10.1093/rfs/hhab135
RqpHcGgAAAAJ,10.1093/rfs/hhab137
L0T8snEAAAAJ,10.1093/rfs/hhab137
NSmcrh8AAAAJ,10.1093/rfs/hhab137
LFwuO_oAAAAJ,10.1093/rfs/hhab133
zGzzCNIAAAAJ,10.1093/rfs/hhab133
qQUmjKAAAAAJ,10.1093/rfs/hhab133
GWhvHuMAAAAJ,10.1093/rfs/hhab134
JbNrxZYAAAAJ,10.1093/rfs/hhab134
YbATkbEAAAAJ,10.1093/rfs/hhab128
vh-p0doAAAAJ,10.1093/rfs/hhab128
NMzTOvMAAAAJ,10.1093/rfs/hhab129
1yfvNz8AAAAJ,10.1093/rfs/hhab129
R-tms2UAAAAJ,10.1093/rfs/hhab129
U6L0fQ0AAAAJ,10.1093/rfs/hhab100
YNq7booAAAAJ,10.1093/rfs/hhab100
vrbjXlMAAAAJ,10.1093/rfs/hhab130
bwnYEvYAAAAJ,10.1093/rfs/hhab130
78U6Ds0AAAAJ,10.1093/rfs/hhab136
8rivtecAAAAJ,10.1093/rfs/hhab105
wz6693oAAAAJ,10.1093/rfs/hhab105
hc2a9Y4AAAAJ,10.1093/rfs/hhab105
4M5wEU8AAAAJ,10.1093/rfs/hhac010
pqzgohUAAAAJ,10.1093/rfs/hhac010
z9uP55IAAAAJ,10.1093/rfs/hhac002
WMXMWYcAAAAJ,10.1093/rfs/hhac002
4sQ88aAAAAAJ,10.1093/rfs/hhac008
TMW7uckAAAAJ,10.1093/rfs/hhac008
G4o6XuQAAAAJ,10.1093/rfs/hhac007
8IccVJEAAAAJ,10.1093/rfs/hhac007
1t2OwPsAAAAJ,10.1093/rfs/hhac007
WI3u_xIAAAAJ,10.1093/rfs/hhac004
ivwyhLoAAAAJ,10.1093/rfs/hhac004
a8BAp4AAAAAJ,10.1093/rfs/hhac004
EPKy4cAAAAAJ,10.1093/rfs/hhac001
yfaO7MwAAAAJ,10.1093/rfs/hhac001
ItC_LPgAAAAJ,10.1093/rfs/hhac018
Bl0yx50AAAAJ,10.1093/rfs/hhac018
pcczuiQAAAAJ,10.1093/rfs/hhac003
3xjb9jwAAAAJ,10.1093/rfs/hhac003
HDeNsNMAAAAJ,10.1093/rfs/hhac006
Z3VN4osAAAAJ,10.1093/rfs/hhac006
gjpp9VIAAAAJ,10.1093/rfs/hhac006
LYrwcOAAAAAJ,10.1093/rfs/hhac005
Bekg2QoAAAAJ,10.1093/rfs/hhac005
npQ_EgUAAAAJ,10.1093/rfs/hhac023
b7t-18YAAAAJ,10.1093/rfs/hhac023
7bwe0tUAAAAJ,10.1093/rfs/hhac023
mTv6ROIAAAAJ,10.1093/rfs/hhac026
Jj_FyZgAAAAJ,10.1093/rfs/hhac026
_fF0GfUAAAAJ,10.1093/rfs/hhac012
byCtppgAAAAJ,10.1093/rfs/hhac012
TcJctHUAAAAJ,10.1093/rfs/hhac027
raR9UhwAAAAJ,10.1093/rfs/hhac011
UHyBP8wAAAAJ,10.1093/rfs/hhac011
MlfNa_Xky18C,10.1093/rfs/hhac011
O6l2eSYAAAAJ,10.1093/rfs/hhac014
YEDmfgsAAAAJ,10.1093/rfs/hhac014
_j-CAPwAAAAJ,10.1093/rfs/hhac022
_92oJ8IAAAAJ,10.1093/rfs/hhac022
EjAJkH0AAAAJ,10.1093/rfs/hhac022
CotmtvkAAAAJ,10.1093/rfs/hhac038
l4s4fX0AAAAJ,10.1093/rfs/hhac038
4BxdPTAAAAAJ,10.1093/rfs/hhac016
lyaGjecAAAAJ,10.1093/rfs/hhac016
SNAZWn8AAAAJ,10.1093/rfs/hhac016
dH0fuPoAAAAJ,10.1093/rfs/hhac034
fi8FWO4AAAAJ,10.1093/rfs/hhac034
v8xNAycAAAAJ,10.1093/rfs/hhac013
xMJMmcwAAAAJ,10.1093/rfs/hhac013
_q7KTocAAAAJ,10.1093/rfs/hhac013
H4E5hV0AAAAJ,10.1093/rfs/hhac056
Vn_o-uwAAAAJ,10.1093/rfs/hhac056
oJSOTJUAAAAJ,10.1093/rfs/hhab102
P3vioNgAAAAJ,10.1093/rfs/hhab102
OUcEdfQAAAAJ,10.1093/rfs/hhab102
dl2D4z0AAAAJ,10.1093/rfs/hhac054
3KOX_MUAAAAJ,10.1093/rfs/hhac054
z7VCbL0AAAAJ,10.1093/rfs/hhac047
iyOZ3EUAAAAJ,10.1093/rfs/hhac047
h7QRA60AAAAJ,10.1093/rfs/hhac047
1nnaKEwAAAAJ,10.1093/rfs/hhab112
c0ZgYWAAAAAJ,10.1093/rfs/hhab112
JAR_yEYAAAAJ,10.1093/rfs/hhac063
TjOEhBIAAAAJ,10.1093/rfs/hhac063
S6M9QS4AAAAJ,10.1093/restud/rdac003
XWl6OhQAAAAJ,10.1093/restud/rdac003
Fmy7XukAAAAJ,10.1093/restud/rdac003
r_5AZfEAAAAJ,10.1093/restud/rdac007
hLWdQvgAAAAJ,10.1093/restud/rdac007
-aVcyioAAAAJ,10.1093/restud/rdac001
yNCGLeIAAAAJ,10.1093/restud/rdac001
G8uRd0oAAAAJ,10.1093/restud/rdac008
J4gmk2MAAAAJ,10.1093/restud/rdac008
ZSH3ELMAAAAJ,10.1093/restud/rdac004
2MafIpIAAAAJ,10.1093/restud/rdac004
Bo49WBAAAAAJ,10.1093/restud/rdab100
Kzf99TgAAAAJ,10.1093/restud/rdab100
HL3InhsAAAAJ,10.1093/restud/rdab100
wO-YMEEAAAAJ,10.1093/restud/rdac006
-5klT-kAAAAJ,10.1093/restud/rdac006
34PkXd0AAAAJ,10.1093/restud/rdab098
Np2Z6lUAAAAJ,10.1093/restud/rdac002
qsYx4_gAAAAJ,10.1093/restud/rdac002
tO03EgIAAAAJ,10.1093/restud/rdac010
rIfDmXkAAAAJ,10.1093/restud/rdac010
M695hyAAAAAJ,10.1093/restud/rdac010
_ArYbaQAAAAJ,10.1093/restud/rdac005
WgIegjcAAAAJ,10.1093/restud/rdac005
9FQ7RhoAAAAJ,10.1093/restud/rdab099
2Oe_Cn4AAAAJ,10.1093/restud/rdab101
WZGjAMkAAAAJ,10.1093/restud/rdab101
iZIYYZcAAAAJ,10.1093/restud/rdac012
GGrajmUAAAAJ,10.1093/restud/rdac012
NVP-aqgAAAAJ,10.1093/restud/rdac009
7WbmRlinsMcC,10.1093/restud/rdab085
7OqyQeoAAAAJ,10.1093/restud/rdab085
gxTu2EwAAAAJ,10.1093/restud/rdab087
D-FlULQAAAAJ,10.1093/restud/rdab087
hDFuUQQAAAAJ,10.1093/restud/rdab091
fjLSVhgAAAAJ,10.1093/restud/rdab091
jFSAdygAAAAJ,10.1093/restud/rdab091
-Y1OcgEAAAAJ,10.1093/restud/rdab092
N6UHxN4AAAAJ,10.1093/restud/rdab092
eFEPAoMAAAAJ,10.1093/restud/rdab081
ZJ-6pjIAAAAJ,10.1093/restud/rdab081
nKursZ8AAAAJ,10.1093/restud/rdab089
rL1Z-3gAAAAJ,10.1093/restud/rdab089
At3_mJkAAAAJ,10.1093/restud/rdab089
I48NlioAAAAJ,10.1093/restud/rdab093
8e20fg8AAAAJ,10.1093/restud/rdab093
LIsGy_EAAAAJ,10.1093/restud/rdab093
z7VCbL0AAAAJ,10.1093/restud/rdab086
_Vy8Lj0AAAAJ,10.1093/restud/rdab086
bloOX-UAAAAJ,10.1093/restud/rdab086
wO-YMEEAAAAJ,10.1093/restud/rdab090
Hfat62oAAAAJ,10.1093/restud/rdab090
iR7AU5QAAAAJ,10.1093/restud/rdab096
IPMBT2gAAAAJ,10.1093/restud/rdab096
2WoRtwsAAAAJ,10.1093/restud/rdab097
WvxHEhgAAAAJ,10.1093/restud/rdab097
Y0LsOJsAAAAJ,10.1093/restud/rdab082
Ndaa3_AAAAAJ,10.1093/restud/rdab082
z7igp2YAAAAJ,10.1093/restud/rdab095
Ek2R1-gAAAAJ,10.1093/restud/rdab095
zlI8oLoAAAAJ,10.1093/restud/rdab095
pll_5dwAAAAJ,10.1093/restud/rdab094
Zld67HoAAAAJ,10.1093/restud/rdab094
5M5Lv64AAAAJ,10.1093/restud/rdab084
tL-AfZMAAAAJ,10.1093/restud/rdab084
8-x_XN4AAAAJ,10.1093/restud/rdab084
IBtkgvgAAAAJ,10.1093/restud/rdab084
z_sBwEgAAAAJ,10.1093/restud/rdab059
flNStjcAAAAJ,10.1093/restud/rdab059
WKRYKGsAAAAJ,10.1093/restud/rdab074
9nDqa0EAAAAJ,10.1093/restud/rdab074
pYIyhcwAAAAJ,10.1093/restud/rdab058
oTcCfoYAAAAJ,10.1093/restud/rdab058
jC9hMrEAAAAJ,10.1093/restud/rdab088
OT2UmmsAAAAJ,10.1093/restud/rdab088
_eAufagAAAAJ,10.1093/restud/rdab069
Onx1WQ8AAAAJ,10.1093/restud/rdab069
-Y1OcgEAAAAJ,10.1093/restud/rdab077
WbqhgSYAAAAJ,10.1093/restud/rdab077
E7RLpbEAAAAJ,10.1093/restud/rdab077
W0XtvEwAAAAJ,10.1093/restud/rdab072
1JbRjcEAAAAJ,10.1093/restud/rdab072
PF3lCKwAAAAJ,10.1093/restud/rdab057
6UscsXTLJucC,10.1093/restud/rdab078
yvSuXDIAAAAJ,10.1093/restud/rdab078
cFKXhP4AAAAJ,10.1093/restud/rdab075
0XJt9uQAAAAJ,10.1093/restud/rdab060
8nyQzDsAAAAJ,10.1093/restud/rdab060
CoWp2jsAAAAJ,10.1093/restud/rdab070
VGkhonoAAAAJ,10.1093/restud/rdab073
K1hreZUAAAAJ,10.1093/restud/rdab071
KJ6EaDIAAAAJ,10.1093/restud/rdab079
Y1f2unMAAAAJ,10.1093/restud/rdab066
17FOQTEAAAAJ,10.1093/restud/rdab066
eTKYq5YAAAAJ,10.1093/restud/rdab064
z3yCoXYAAAAJ,10.1093/restud/rdab064
MIO3kcUAAAAJ,10.1093/restud/rdab063
gVneguQAAAAJ,10.1093/restud/rdab063
DAZYvycAAAAJ,10.1093/restud/rdab063
5Lp4ORIAAAAJ,10.1093/restud/rdab055
Ou1ex9MAAAAJ,10.1093/restud/rdab055
E3oDRR4AAAAJ,10.1093/restud/rdab056
XU1xaUIAAAAJ,10.1093/restud/rdab056
4yDIZaUAAAAJ,10.1093/restud/rdab056
-qEexGYAAAAJ,10.1093/restud/rdab056
nY4iE1oAAAAJ,10.1093/restud/rdab053
Zjh1NAYAAAAJ,10.1093/restud/rdab065
CqeUASgAAAAJ,10.1093/restud/rdab043
Dpp86IUAAAAJ,10.1093/restud/rdab043
mNbGn38AAAAJ,10.1093/restud/rdab049
EMkLeUoAAAAJ,10.1093/restud/rdab049
ZV7rn_IAAAAJ,10.1093/restud/rdab054
GMTmGfEAAAAJ,10.1093/restud/rdab054
MPL0q-QAAAAJ,10.1093/restud/rdab061
1_f6w3kAAAAJ,10.1093/restud/rdab061
LmTNS0EAAAAJ,10.1093/restud/rdab052
KJ6EaDIAAAAJ,10.1093/restud/rdab052
BmWSFFgAAAAJ,10.1093/restud/rdab051
1qae7OsAAAAJ,10.1093/restud/rdab051
nqu4Z74AAAAJ,10.1093/restud/rdab062
GT2oQp8AAAAJ,10.1093/restud/rdab062
s0cwJn8AAAAJ,10.1093/restud/rdab042
V35oAqQAAAAJ,10.1093/restud/rdab046
rKgjgJQAAAAJ,10.1093/restud/rdab046
OnsPM5sAAAAJ,10.1093/restud/rdab046
ZwmJcuwAAAAJ,10.1093/restud/rdab050
hHHrLskAAAAJ,10.1093/restud/rdab035
N1QJTCUAAAAJ,10.1093/restud/rdab035
UFli6RgAAAAJ,10.1093/restud/rdab035
CPkgAPMAAAAJ,10.1093/restud/rdab033
-xUWtNcAAAAJ,10.1093/restud/rdab033
YBMCy6QAAAAJ,10.1093/restud/rdab045
N5UIgm0AAAAJ,10.1093/restud/rdab040
_c01DqoAAAAJ,10.1093/restud/rdab040
paYBFFcAAAAJ,10.1093/restud/rdab044
Qv2sDCAAAAAJ,10.1093/restud/rdab044
lmBDEsIAAAAJ,10.1093/restud/rdab044
uqzFSzgAAAAJ,10.1093/restud/rdab038
zLJG304AAAAJ,10.1093/restud/rdab038
0m4ptDgAAAAJ,10.1093/restud/rdab039
ZWFJbdwAAAAJ,10.1093/restud/rdab039
o5GaIn4AAAAJ,10.1093/restud/rdab028
0qJesesAAAAJ,10.1093/restud/rdab028
9XS5ILwAAAAJ,10.1093/restud/rdab041
Qxr2nc4AAAAJ,10.1093/restud/rdab041
oeK6BSwAAAAJ,10.1093/restud/rdab047
yyOrf6UAAAAJ,10.1093/restud/rdab020
4sLyr8AAAAAJ,10.1093/restud/rdab020
GituJssAAAAJ,10.1093/restud/rdab048
l9Or8EMAAAAJ,10.1093/restud/rdab031
R2wIIzMAAAAJ,10.1093/restud/rdab031
qTpMTsAAAAAJ,10.1093/restud/rdab002
el5gT4AAAAAJ,10.1093/restud/rdab002
F3oOlMEAAAAJ,10.1093/restud/rdab029
ojmiUPkAAAAJ,10.1093/restud/rdab029
F3oOlMEAAAAJ,10.1093/restud/rdab026
sUx_kNIAAAAJ,10.1093/restud/rdab026
ZCkKBLQAAAAJ,10.1093/restud/rdab034
-uPsTjUAAAAJ,10.1093/restud/rdab034
JbhMyNUAAAAJ,10.1093/restud/rdab034
dix7FRQAAAAJ,10.1093/restud/rdab030
VDwNkQQAAAAJ,10.1093/restud/rdab030
_PG9JHoAAAAJ,10.1093/restud/rdab030
W0XtvEwAAAAJ,10.1093/restud/rdab010
90FS3hYAAAAJ,10.1093/restud/rdab010
HFGazLMAAAAJ,10.1093/restud/rdab011
K9EnKDYAAAAJ,10.1093/restud/rdab011
ZqSx420AAAAJ,10.1093/restud/rdab019
W_A6SK8AAAAJ,10.1093/restud/rdab019
wffKaZQAAAAJ,10.1093/restud/rdab019
a8I8S8YAAAAJ,10.1093/restud/rdab027
NflzmRIAAAAJ,10.1093/restud/rdab027
l0fVyEcAAAAJ,10.1093/restud/rdab005
gHYMJZ0AAAAJ,10.1093/restud/rdab005
2QNYMDwAAAAJ,10.1093/restud/rdab022
qDXAKDkAAAAJ,10.1093/restud/rdab022
WSC_eR4AAAAJ,10.1093/restud/rdab022
mJf2-XIAAAAJ,10.1093/restud/rdab021
KRXr5_oAAAAJ,10.1093/restud/rdab021
kksFsLsAAAAJ,10.1093/restud/rdab021
QPHCj1AAAAAJ,10.1093/restud/rdab032
7TXnVRUAAAAJ,10.1093/restud/rdab032
WZoeTyYAAAAJ,10.1093/restud/rdab015
R8J3d7QAAAAJ,10.1093/restud/rdaa059
ZEDUm5UAAAAJ,10.1093/restud/rdaa059
7RoJemEAAAAJ,10.1093/restud/rdaa083
aTjK3CoAAAAJ,10.1093/restud/rdaa083
oXULeO8AAAAJ,10.1093/restud/rdaa083
NXy51PYAAAAJ,10.1093/restud/rdaa089
MIO3kcUAAAAJ,10.1093/restud/rdab012
FMiwSFYAAAAJ,10.1093/restud/rdab003
L7-o9SUAAAAJ,10.1093/restud/rdaa078
o6PNAjkAAAAJ,10.1093/restud/rdaa078
w-WVFfsAAAAJ,10.1093/restud/rdab006
8e20fg8AAAAJ,10.1093/restud/rdab006
evTi1GgAAAAJ,10.1093/restud/rdab013
sjdk4UwAAAAJ,10.1093/restud/rdab018
3fwQ7lsAAAAJ,10.1093/restud/rdab018
JnJ09pMAAAAJ,10.1093/restud/rdab004
eRcz-YQAAAAJ,10.1093/restud/rdab004
RI63W9kAAAAJ,10.1093/restud/rdab017
JnRThaIAAAAJ,10.1093/restud/rdab017
aPnllnsAAAAJ,10.1093/restud/rdab014
MBaM06IAAAAJ,10.1093/restud/rdaa086
dFpNzkQAAAAJ,10.1093/restud/rdaa086
2zOdwu0AAAAJ,10.1093/restud/rdab009
u1jvf6IAAAAJ,10.1093/restud/rdaa088
5LNpPtAAAAAJ,10.1093/restud/rdaa088
V5B7RHcAAAAJ,10.1093/restud/rdaa092
9kko0b8AAAAJ,10.1093/restud/rdaa092
XCo4OfoAAAAJ,10.1093/restud/rdab016
kTr5nqQAAAAJ,10.1093/restud/rdab016
WtulGN0AAAAJ,10.1093/restud/rdaa081
ZbYGzLcAAAAJ,10.1093/restud/rdaa081
_gAmvScAAAAJ,10.1093/restud/rdaa081
us2iwhgAAAAJ,10.1093/restud/rdaa091
oSPZAzAAAAAJ,10.1093/restud/rdaa091
HYbmqd8AAAAJ,10.1093/restud/rdaa084
xD4IXfoAAAAJ,10.1093/restud/rdaa082
T-8k_QIAAAAJ,10.1093/restud/rdaa082
z3yCoXYAAAAJ,10.1093/restud/rdaa090
CaLK16MAAAAJ,10.1093/restud/rdaa038
9nDqa0EAAAAJ,10.1093/restud/rdaa038
ksMTRokAAAAJ,10.1093/restud/rdaa085
1Xx--n4AAAAJ,10.1093/restud/rdaa085
YgaOFZoAAAAJ,10.1093/restud/rdaa080
yoSeyNAAAAAJ,10.1093/restud/rdaa080
pPNoHGoAAAAJ,10.1093/restud/rdaa087
MFZEbUEAAAAJ,10.1093/restud/rdaa087
W9CMlaIAAAAJ,10.1093/restud/rdab001
KGdy-M8AAAAJ,10.1093/restud/rdab001
eqk4MakAAAAJ,10.1093/restud/rdab001
fJy1tloAAAAJ,10.1093/restud/rdab007
EhUkIPEAAAAJ,10.1093/restud/rdab007
Ks8QSN4AAAAJ,10.1093/restud/rdaa074
hzWDi8MAAAAJ,10.1093/restud/rdaa074
aPnllnsAAAAJ,10.1093/restud/rdaa071
QVd3CugAAAAJ,10.1093/restud/rdaa071
hDFuUQQAAAAJ,10.1093/restud/rdaa073
DkiStE0AAAAJ,10.1093/restud/rdaa073
U9YVMhcAAAAJ,10.1093/restud/rdaa064
ElAtiUsAAAAJ,10.1093/restud/rdaa064
W0XtvEwAAAAJ,10.1093/restud/rdaa079
yhPO97QAAAAJ,10.1093/restud/rdaa079
I9ZWMJ0AAAAJ,10.1093/restud/rdaa076
rIt8DqIAAAAJ,10.1093/restud/rdaa076
z-JrbSkAAAAJ,10.1093/restud/rdaa076
o_Hvg7EAAAAJ,10.1093/restud/rdaa077
wlKPMssAAAAJ,10.1093/restud/rdaa072
pHHmC-wAAAAJ,10.1093/restud/rdaa072
rCtf4JoAAAAJ,10.1093/restud/rdaa075
0pXbmksAAAAJ,10.1093/restud/rdaa075
7SFLCmgAAAAJ,10.1093/restud/rdaa070
zGJKZpkAAAAJ,10.1093/restud/rdaa066
Jz7sdrAAAAAJ,10.1093/restud/rdaa066
H_zFEpkAAAAJ,10.1093/restud/rdaa044
IED3mroAAAAJ,10.1093/restud/rdaa044
j7ulpmkAAAAJ,10.1093/restud/rdaa044
9kGdgXkAAAAJ,10.1093/restud/rdaa065
EkGQB5oAAAAJ,10.1093/restud/rdaa065
eUbMAJQAAAAJ,10.1093/restud/rdaa065
